species,shci_name,ae_raw,correction,ae_corrected,ref_label,ref_value,expt,discrepancy
c_h2_singlet,CH2(1A1),177.02341203813617,-10.459999999999999,166.56341203813616,SHCI_PBE_D0,171.1,170.83,-4.53658796186383
n_h2,NH2,178.22690343611023,-11.76,166.46690343611024,SHCI_PBE_D0,171.1,170.59,-4.633096563889751
h2_s,H2S,180.3020012133375,-10.33,169.97200121333748,SHCI_PBE_D0,173.41,173.2,-3.4379987866625186
c_n,CN,169.44771475847824,-3.1900000000000004,166.25771475847824,SHCI_PBE_D0,178.58,178.12,-12.322285241521769
c_h2_triplet,CH2(3B1),186.6188907072822,-10.780000000000001,175.8388907072822,SHCI_PBE_D0,179.95,179.83,-4.111109292717799
si_o,SiO,180.95209854099826,-2.68,178.27209854099826,SHCI_PBE_D0,190.53,189.8,-12.257901459001744
si_h3,SiH3,223.3462162966966,-14.0,209.3462162966966,SHCI_PBE_D0,214.02,212.2,-4.6737837033034
h2_o,H2O,230.6135940910895,-13.75,216.8635940910895,SHCI_PBE_D0,219.51,219.37,-2.6464059089104808
n2,N2,216.03990291182612,-3.5,212.53990291182612,SHCI_PBE_D0,225.62,224.94,-13.080097088173886
p_h3,PH3,235.3641896278282,-14.879999999999999,220.48418962782821,SHCI_PBE_D0,227.36,227.1,-6.875810372171799
h2_o2,H2O2,262.66134596662425,-17.26,245.40134596662426,SHCI_PBE_D0,252.33,252.21,-6.92865403337575
s_o2,SO2,235.71762990072025,-6.17,229.54762990072027,SHCI_PBE_D0,255.0,254.46,-25.452370099279733
c_o,CO,250.48769452230016,-3.55,246.93769452230015,SHCI_PBE_D0,256.47,256.23,-9.532305477699879
h_c_o,HCO,270.43136030115136,-8.68,261.75136030115135,SHCI_PBE_D0,270.92,270.76,-9.168639698848665
n_h3,NH3,292.7332894419946,-21.6,271.1332894419946,SHCI_PBE_D0,276.97,276.59,-5.83671055800545
c_h3,CH3,302.43379247108754,-18.8,283.63379247108753,SHCI_PBE_D0,289.18,289.11,-5.5462075289124755
h_c_n,HCN,300.2007257362438,-10.26,289.9407257362438,SHCI_PBE_D0,303.76,303.14,-13.8192742637562
si_h4,SiH4,319.1068744547031,-20.4,298.7068744547031,SHCI_PBE_D0,304.27,302.6,-5.563125545296884
h2_c_o,H2CO,366.2438594233122,-17.169999999999998,349.0738594233122,SHCI_PBE_D0,357.88,357.48,-8.806140576687824
c_h3_cl,CH3Cl,386.80705203409235,-24.59,362.2170520340924,SHCI_PBE_D0,371.53,371.35,-9.312947965907597
c_o2,CO2,375.90665901379,-8.25,367.65665901379,SHCI_PBE_D0,382.46,381.98,-14.803340986210003
c2_h2,C2H2,389.94869775160333,-16.96,372.98869775160335,SHCI_PBE_D0,388.84,388.64,-15.851302248396621
c_h4,CH4,414.31072079638824,-28.009999999999998,386.30072079638825,SHCI_PBE_D0,392.56,392.47,-6.259279203611754
n2_h4,N2H4,428.73392788324645,-33.19,395.54392788324645,SHCI_PBE_D0,406.6,404.81,-11.056072116753569
h3_c_s_h,H3CSH,464.660071940807,-29.8,434.86007194080696,SHCI_PBE_D0,445.91,445.1,-11.049928059193064
h3_c_o_h,H3COH,505.930919333718,-32.519999999999996,473.410919333718,SHCI_PBE_D0,481.52,480.97,-8.109080666281955
si2_h6,Si2H6,522.5039731294621,-32.5,490.0039731294621,SHCI_PBE_D0,503.34,500.1,-13.336026870537864
c2_h4,C2H4,552.8735831278475,-32.16,520.7135831278475,SHCI_PBE_D0,532.09,532.04,-11.376416872152504
c2_h6,C2H6,702.644304237628,-46.79,655.8543042376281,SHCI_PBE_D0,666.97,666.19,-11.115695762371956
