species,basis_set,method,energy_hartree,slurm_file
o_h,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-75.738447081348,slurm-43888.out
p,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-341.193558950188,slurm-913744.out
p2,aug-cc-pV(Q+d)Z,ΛCCSD(T),-682.572892147905,slurm-913750.out
p_h2,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-342.440928868402,slurm-913746.out
p_h3,aug-cc-pV(Q+d)Z,ΛCCSD(T),-343.08119495601,slurm-913748.out
s,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-398.050856145115,slurm-913752.out
s2,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-796.267202357973,slurm-913754.out
s_o,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-473.32059725007,slurm-913756.out
s_o2,aug-cc-pV(Q+d)Z,ΛCCSD(T),-548.601154095911,slurm-913758.out
si,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-289.287354320932,slurm-913790.out
si2,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-578.696033987255,slurm-914102.out
si2_h6,aug-cc-pV(Q+d)Z,ΛCCSD(T),-582.433935232962,slurm-44263.out
si_h2_singlet,aug-cc-pV(Q+d)Z,ΛCCSD(T),-290.53434856309,slurm-913766.out
si_h2_triplet,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-290.500750868787,slurm-913764.out
si_h3,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-291.153034137317,slurm-913768.out
si_h4,aug-cc-pV(Q+d)Z,ΛCCSD(T),-291.808287903396,slurm-913770.out
si_o,aug-cc-pV(Q+d)Z,ΛCCSD(T),-364.664537111844,slurm-913772.out
