species,basis_set,method,energy_hartree,slurm_file
h2_s,aug-ano-pV(T+d)Z,ΛCCSD(T),-399.340218238369,slurm-909187.out
h3_c_o_h,aug-ano-pV(T+d)Z,ΛCCSD(T),-115.732774141785,slurm-906472.out
h3_c_s_h,aug-ano-pV(T+d)Z,ΛCCSD(T),-438.650612640085,slurm-909193.out
h_c_n,aug-ano-pV(T+d)Z,ΛCCSD(T),-93.432968833626,slurm-906167.out
h_c_o,aug-ano-pV(T+d)Z,ΛUCCSD(T),-113.857709755285,slurm-906474.out
h_cl,aug-ano-pV(T+d)Z,ΛCCSD(T),-460.757526154151,slurm-909175.out
h_f,aug-ano-pV(T+d)Z,ΛCCSD(T),-100.461964465147,slurm-906152.out
h_o_cl,aug-ano-pV(T+d)Z,ΛCCSD(T),-535.918331877806,slurm-908931.out
li,aug-ano-pV(T+d)Z,ΛUCCSD(T),-7.47830175044,slurm-917581.out
li+,aug-ano-pV(T+d)Z,ΛCCSD(T),-7.280079309167,slurm-906195.out
li2,aug-ano-pV(T+d)Z,ΛCCSD(T),-14.99535556951,slurm-915551.out
li_f,aug-ano-pV(T+d)Z,ΛCCSD(T),-107.43509527814,slurm-915568.out
li_h,aug-ano-pV(T+d)Z,ΛCCSD(T),-8.071083879354,slurm-915562.out
n,aug-ano-pV(T+d)Z,ΛUCCSD(T),-54.589572711055,slurm-906132.out
n2,aug-ano-pV(T+d)Z,ΛCCSD(T),-109.542186128667,slurm-906172.out
n2_h4,aug-ano-pV(T+d)Z,ΛCCSD(T),-111.877561832282,slurm-906475.out
n_h,aug-ano-pV(T+d)Z,ΛUCCSD(T),-55.221795723535,slurm-906147.out
n_h2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-55.880486044938,slurm-906148.out
n_h3,aug-ano-pV(T+d)Z,ΛCCSD(T),-56.564539268053,slurm-906149.out
n_o,aug-ano-pV(T+d)Z,ΛUCCSD(T),-129.899692297023,slurm-906174.out
na,aug-ano-pV(T+d)Z,ΛUCCSD(T),-162.24755126916,slurm-915532.out
na+,aug-ano-pV(T+d)Z,ΛCCSD(T),-162.041611628858,slurm-906196.out
na2,aug-ano-pV(T+d)Z,ΛCCSD(T),-324.522298156728,slurm-915526.out
na_cl,aug-ano-pV(T+d)Z,ΛCCSD(T),-622.486652154895,slurm-915538.out
o,aug-ano-pV(T+d)Z,ΛUCCSD(T),-75.068061029507,slurm-901265.out
o2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-150.326146456209,slurm-908125.out
o_h,aug-ano-pV(T+d)Z,ΛUCCSD(T),-75.739101951136,slurm-906150.out
p,aug-ano-pV(T+d)Z,ΛUCCSD(T),-341.198712943062,slurm-908973.out
p2,aug-ano-pV(T+d)Z,ΛCCSD(T),-682.578169614726,slurm-909077.out
p_h2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-342.444732515256,slurm-909039.out
p_h3,aug-ano-pV(T+d)Z,ΛCCSD(T),-343.085195090227,slurm-909071.out
s,aug-ano-pV(T+d)Z,ΛUCCSD(T),-398.046000304801,slurm-909083.out
s2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-796.253937954481,slurm-909395.out
s_o,aug-ano-pV(T+d)Z,ΛUCCSD(T),-473.314950551754,slurm-909110.out
s_o2,aug-ano-pV(T+d)Z,ΛCCSD(T),-548.595504111202,slurm-909116.out
si,aug-ano-pV(T+d)Z,ΛUCCSD(T),-289.2940791972,slurm-908821.out
si2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-578.70736771331,slurm-909122.out
si2_h6,aug-ano-pV(T+d)Z,ΛCCSD(T),-582.4441845185,slurm-909493.out
si_h2_singlet,aug-ano-pV(T+d)Z,ΛCCSD(T),-290.539422702794,slurm-909135.out
si_h2_triplet,aug-ano-pV(T+d)Z,ΛUCCSD(T),-290.506037921805,slurm-909129.out
si_h3,aug-ano-pV(T+d)Z,ΛUCCSD(T),-291.158308997004,slurm-909141.out
si_h4,aug-ano-pV(T+d)Z,ΛCCSD(T),-291.813092762964,slurm-909147.out
si_o,aug-ano-pV(T+d)Z,ΛCCSD(T),-364.668816592848,slurm-909153.out
