species,shci_name,ae_raw,correction,ae_corrected,ref_label,ref_value,expt,discrepancy
h2_o2,H2O2,269.61548467736606,-17.26,252.35548467736606,SHCI_PBE_D0,252.33,252.21,0.025484677366051756
s_o2,SO2,260.54871081369004,-6.17,254.37871081369005,SHCI_PBE_D0,255.0,254.46,-0.6212891863099514
c_o,CO,259.99034503849464,-3.55,256.4403450384946,SHCI_PBE_D0,256.47,256.23,-0.02965496150540048
h_c_o,HCO,279.5936649873359,-8.68,270.9136649873359,SHCI_PBE_D0,270.92,270.76,-0.006335012664123951
n_h3,NH3,298.4061577787538,-21.6,276.8061577787538,SHCI_PBE_D0,276.97,276.59,-0.16384222124622738
c_h3,CH3,308.22170017695777,-18.8,289.42170017695776,SHCI_PBE_D0,289.18,289.11,0.2417001769577496
h_c_n,HCN,313.237764532323,-10.26,302.977764532323,SHCI_PBE_D0,303.76,303.14,-0.7822354676769692
si_h4,SiH4,325.0920751088247,-20.4,304.6920751088247,SHCI_PBE_D0,304.27,302.6,0.42207510882474253
h2_c_o,H2CO,375.14127565430516,-17.169999999999998,357.97127565430515,SHCI_PBE_D0,357.88,357.48,0.09127565430515006
c_h3_cl,CH3Cl,396.9182621901483,-24.59,372.32826219014834,SHCI_PBE_D0,371.53,371.35,0.798262190148364
c_o2,CO2,390.6224353346973,-8.25,382.3724353346973,SHCI_PBE_D0,382.46,381.98,-0.08756466530269336
c2_h2,C2H2,405.07422055025785,-16.96,388.11422055025787,SHCI_PBE_D0,388.84,388.64,-0.725779449742106
c_h4,CH4,421.08992307672327,-28.009999999999998,393.0799230767233,SHCI_PBE_D0,392.56,392.47,0.5199230767232734
n2_h4,N2H4,438.97219780170155,-33.19,405.78219780170156,SHCI_PBE_D0,406.6,404.81,-0.817802198298466
h3_c_s_h,H3CSH,476.44661126948995,-29.8,446.64661126948994,SHCI_PBE_D0,445.91,445.1,0.736611269489913
h3_c_o_h,H3COH,514.8219524755868,-32.519999999999996,482.30195247558686,SHCI_PBE_D0,481.52,480.97,0.781952475586877
si2_h6,Si2H6,536.0298352175881,-32.5,503.52983521758813,SHCI_PBE_D0,503.34,500.1,0.18983521758815414
c2_h4,C2H4,564.4314687038539,-32.16,532.2714687038539,SHCI_PBE_D0,532.09,532.04,0.18146870385385228
c2_h6,C2H6,714.2942419243568,-46.79,667.5042419243568,SHCI_PBE_D0,666.97,666.19,0.5342419243568202
