species,basis_set,method,energy_hartree,slurm_file
n2,cc-pV(D+d)Z,ΛCCSD(T),-109.454451256474,slurm-898100.out
n2_h4,cc-pV(D+d)Z,ΛCCSD(T),-111.774777454685,slurm-898102.out
n_h,cc-pV(D+d)Z,ΛUCCSD(T),-55.178979679923,slurm-898050.out
n_h2,cc-pV(D+d)Z,ΛUCCSD(T),-55.830053603575,slurm-898052.out
n_h3,cc-pV(D+d)Z,ΛCCSD(T),-56.50908680215,slurm-898054.out
n_o,cc-pV(D+d)Z,ΛUCCSD(T),-129.797364977366,slurm-898104.out
na,cc-pV(D+d)Z,ΛUCCSD(T),-162.090554945212,slurm-898028.out
na+,cc-pV(D+d)Z,ΛCCSD(T),-161.906959551625,slurm-898146.out
na2,cc-pV(D+d)Z,ΛCCSD(T),-324.207537496409,slurm-898114.out
na_cl,cc-pV(D+d)Z,ΛCCSD(T),-622.212371068216,slurm-44308.out
o,cc-pV(D+d)Z,ΛUCCSD(T),-75.011750076557,slurm-898024.out
o2,cc-pV(D+d)Z,ΛUCCSD(T),-150.203952845177,slurm-898106.out
o_h,cc-pV(D+d)Z,ΛUCCSD(T),-75.671950112121,slurm-898056.out
p,cc-pV(D+d)Z,ΛUCCSD(T),-341.130494976907,slurm-898030.out
p2,cc-pV(D+d)Z,ΛCCSD(T),-682.426389888329,slurm-44310.out
p_h2,cc-pV(D+d)Z,ΛUCCSD(T),-342.363858974434,slurm-898070.out
p_h3,cc-pV(D+d)Z,ΛCCSD(T),-343.000957783987,slurm-898072.out
s,cc-pV(D+d)Z,ΛUCCSD(T),-397.960187583286,slurm-898032.out
s2,cc-pV(D+d)Z,ΛUCCSD(T),-796.065231058365,slurm-44312.out
s_o,cc-pV(D+d)Z,ΛUCCSD(T),-473.143290082363,slurm-898128.out
s_o2,cc-pV(D+d)Z,ΛCCSD(T),-548.330306787906,slurm-44314.out
si,cc-pV(D+d)Z,ΛUCCSD(T),-289.232849029259,slurm-897374.out
si2,cc-pV(D+d)Z,ΛUCCSD(T),-578.570665750971,slurm-914173.out
si2_h6,cc-pV(D+d)Z,ΛCCSD(T),-582.291782221112,slurm-898134.out
si_h2_triplet,cc-pV(D+d)Z,ΛUCCSD(T),-290.43712986844,slurm-898064.out
si_h3,cc-pV(D+d)Z,ΛUCCSD(T),-291.085363019654,slurm-898066.out
si_h4,cc-pV(D+d)Z,ΛCCSD(T),-291.737699711229,slurm-898068.out
si_o,cc-pV(D+d)Z,ΛCCSD(T),-364.523240956399,slurm-898124.out
