species,basis_set,method,energy_hartree,slurm_file
h3_c_s_h,aug-ano-pV(Q+d)Z,ΛCCSD(T),-438.668005779379,slurm-913950.out
h_c_n,aug-ano-pV(Q+d)Z,ΛCCSD(T),-93.433823459246,slurm-910828.out
h_c_o,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-113.858459030269,slurm-910813.out
h_cl,aug-ano-pV(Q+d)Z,ΛCCSD(T),-460.77946251916,slurm-913868.out
h_f,aug-ano-pV(Q+d)Z,ΛCCSD(T),-100.461017294604,slurm-43954.out
h_o_cl,aug-ano-pV(Q+d)Z,ΛCCSD(T),-535.941347579255,slurm-913830.out
li,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-7.478194997816,slurm-917587.out
li+,aug-ano-pV(Q+d)Z,ΛCCSD(T),-7.27995186358,slurm-43988.out
li2,aug-ano-pV(Q+d)Z,ΛCCSD(T),-14.995224341773,slurm-44934.out
li_f,aug-ano-pV(Q+d)Z,ΛCCSD(T),-107.436033201965,slurm-44946.out
li_h,aug-ano-pV(Q+d)Z,ΛCCSD(T),-8.070869813159,slurm-44940.out
n,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-54.589819190206,slurm-910803.out
n2,aug-ano-pV(Q+d)Z,ΛCCSD(T),-109.542735957244,slurm-43967.out
n2_h4,aug-ano-pV(Q+d)Z,ΛCCSD(T),-111.877585529154,slurm-912984.out
n_h,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-55.222001898223,slurm-43950.out
n_h2,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-55.8803917867,slurm-43951.out
n_h3,aug-ano-pV(Q+d)Z,ΛCCSD(T),-56.564455619465,slurm-910818.out
n_o,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-129.900455285693,slurm-43968.out
na,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-162.254477168031,slurm-44922.out
na+,aug-ano-pV(Q+d)Z,ΛCCSD(T),-162.047004373661,slurm-43989.out
na2,aug-ano-pV(Q+d)Z,ΛCCSD(T),-324.536098232166,slurm-44916.out
na_cl,aug-ano-pV(Q+d)Z,ΛCCSD(T),-622.519477769512,slurm-44928.out
o,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-75.068166500216,slurm-910798.out
o2,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-150.327004470964,slurm-43969.out
o_h,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-75.738898081393,slurm-43952.out
p,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-341.210567669505,slurm-913834.out
p2,aug-ano-pV(Q+d)Z,ΛCCSD(T),-682.606758162944,slurm-913840.out
p_h2,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-342.457441050064,slurm-913836.out
p_h3,aug-ano-pV(Q+d)Z,ΛCCSD(T),-343.098076562599,slurm-913838.out
s,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-398.063373181606,slurm-913842.out
s2,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-796.291848217072,slurm-913844.out
s_o,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-473.333478702639,slurm-913846.out
s_o2,aug-ano-pV(Q+d)Z,ΛCCSD(T),-548.61553081146,slurm-913960.out
si,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-289.308108673583,slurm-913880.out
si2,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-578.736896838687,slurm-913850.out
si2_h6,aug-ano-pV(Q+d)Z,ΛCCSD(T),-582.474027386763,slurm-913955.out
si_h2_singlet,aug-ano-pV(Q+d)Z,ΛCCSD(T),-290.553983603422,slurm-913856.out
si_h2_triplet,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-290.520682952299,slurm-913854.out
si_h3,aug-ano-pV(Q+d)Z,ΛUCCSD(T),-291.172852251062,slurm-913858.out
si_h4,aug-ano-pV(Q+d)Z,ΛCCSD(T),-291.82780797149,slurm-913860.out
si_o,aug-ano-pV(Q+d)Z,ΛCCSD(T),-364.685046746613,slurm-913862.out
