species,basis_set,method,energy_hartree,slurm_file
h_f,aug-ano-pvtz,ΛCCSD(T),-100.461964465147,slurm-906152.out
h_o_cl,aug-ano-pvtz,ΛCCSD(T),-535.883392379974,slurm-906193.out
li,aug-ano-pvtz,ΛUCCSD(T),-7.478351364589,slurm-906129.out
li+,aug-ano-pvtz,ΛCCSD(T),-7.280079309167,slurm-906195.out
li2,aug-ano-pvtz,ΛCCSD(T),-14.977139865793,slurm-906161.out
li_f,aug-ano-pvtz,ΛCCSD(T),-107.432792210969,slurm-906162.out
li_h,aug-ano-pvtz,ΛCCSD(T),-8.067186967269,slurm-906140.out
n,aug-ano-pvtz,ΛUCCSD(T),-54.589572711055,slurm-906132.out
n2,aug-ano-pvtz,ΛCCSD(T),-109.542186128667,slurm-906172.out
n2_h4,aug-ano-pvtz,ΛCCSD(T),-111.877561832282,slurm-906475.out
n_h,aug-ano-pvtz,ΛUCCSD(T),-55.221795723535,slurm-906147.out
n_h2,aug-ano-pvtz,ΛUCCSD(T),-55.880486044938,slurm-906148.out
n_h3,aug-ano-pvtz,ΛCCSD(T),-56.564539268053,slurm-906149.out
n_o,aug-ano-pvtz,ΛUCCSD(T),-129.899692297023,slurm-906174.out
na,aug-ano-pvtz,ΛUCCSD(T),-162.227739745201,slurm-906135.out
na+,aug-ano-pvtz,ΛCCSD(T),-162.041611628858,slurm-906196.out
na2,aug-ano-pvtz,ΛCCSD(T),-324.466199707048,slurm-906179.out
na_cl,aug-ano-pvtz,ΛCCSD(T),-622.42872505124,slurm-906184.out
o,aug-ano-pvtz,ΛUCCSD(T),-75.068061029507,slurm-906133.out
o2,aug-ano-pvtz,ΛUCCSD(T),-150.326146456209,slurm-908125.out
o_h,aug-ano-pvtz,ΛUCCSD(T),-75.739101951136,slurm-906150.out
p,aug-ano-pvtz,ΛUCCSD(T),-341.163981401617,slurm-906137.out
p2,aug-ano-pvtz,ΛCCSD(T),-682.508920556835,slurm-906181.out
p_h2,aug-ano-pvtz,ΛUCCSD(T),-342.411082582665,slurm-906157.out
p_h3,aug-ano-pvtz,ΛCCSD(T),-343.052625755158,slurm-906158.out
s,aug-ano-pvtz,ΛUCCSD(T),-398.0104971851,slurm-906138.out
s2,aug-ano-pvtz,ΛUCCSD(T),-796.183538057911,slurm-906476.out
s_o,aug-ano-pvtz,ΛUCCSD(T),-473.278494085181,slurm-906480.out
s_o2,aug-ano-pvtz,ΛCCSD(T),-548.556785417143,slurm-906481.out
si,aug-ano-pvtz,ΛUCCSD(T),-289.262677751597,slurm-906136.out
si2,aug-ano-pvtz,ΛUCCSD(T),-578.644829278873,slurm-908131.out
si2_h6,aug-ano-pvtz,ΛCCSD(T),-582.388448441937,slurm-906478.out
si_h2_singlet,aug-ano-pvtz,ΛCCSD(T),-290.509162284357,slurm-906153.out
si_h2_triplet,aug-ano-pvtz,ΛUCCSD(T),-290.475944783667,slurm-906154.out
si_h3,aug-ano-pvtz,ΛUCCSD(T),-291.128664657331,slurm-906479.out
si_h4,aug-ano-pvtz,ΛCCSD(T),-291.78605386963,slurm-906156.out
si_o,aug-ano-pvtz,ΛCCSD(T),-364.636155983117,slurm-906185.out
