species,shci_name,ae_raw,correction,ae_corrected,ref_label,ref_value,expt,discrepancy
si_o,SiO,191.15673522169232,-2.68,188.4767352216923,SHCI_PBE_D0,190.53,189.8,-2.0532647783076925
si_h3,SiH3,227.01129501092117,-14.0,213.01129501092117,SHCI_PBE_D0,214.02,212.2,-1.0087049890788364
h2_o,H2O,232.9299919204329,-13.75,219.1799919204329,SHCI_PBE_D0,219.51,219.37,-0.33000807956707945
n2,N2,224.73043895670915,-3.5,221.23043895670915,SHCI_PBE_D0,225.62,224.94,-4.389561043290854
p_h3,PH3,239.0792044591256,-14.879999999999999,224.1992044591256,SHCI_PBE_D0,227.36,227.1,-3.1607955408744033
h2_o2,H2O2,267.7525861056852,-17.26,250.49258610568523,SHCI_PBE_D0,252.33,252.21,-1.8374138943147784
s_o2,SO2,259.5153225415181,-6.17,253.34532254151813,SHCI_PBE_D0,255.0,254.46,-1.6546774584818706
c_o,CO,258.11012923030603,-3.55,254.56012923030602,SHCI_PBE_D0,256.47,256.23,-1.9098707696940096
h_c_o,HCO,277.2757557280011,-8.68,268.5957557280011,SHCI_PBE_D0,270.92,270.76,-2.324244271998907
n_h3,NH3,296.2937818104013,-21.6,274.6937818104013,SHCI_PBE_D0,276.97,276.59,-2.276218189598751
h_c_n,HCN,308.481768378579,-10.26,298.221768378579,SHCI_PBE_D0,303.76,303.14,-5.538231621421005
si_h4,SiH4,323.6348602519048,-20.4,303.2348602519048,SHCI_PBE_D0,304.27,302.6,-1.0351397480951618
h2_c_o,H2CO,373.23147929298705,-17.169999999999998,356.06147929298703,SHCI_PBE_D0,357.88,357.48,-1.818520707012965
c_o2,CO2,387.3125818553816,-8.25,379.0625818553816,SHCI_PBE_D0,382.46,381.98,-3.3974181446183707
c2_h2,C2H2,400.32772204797135,-16.96,383.36772204797137,SHCI_PBE_D0,388.84,388.64,-5.472277952028605
c_h4,CH4,419.6444387626481,-28.009999999999998,391.63443876264813,SHCI_PBE_D0,392.56,392.47,-0.9255612373518716
