species,shci_name,ae_raw,correction,ae_corrected,ref_label,ref_value,expt,discrepancy
c_o,CO,259.97571352246194,-3.55,256.42571352246193,SHCI_PBE_D0,256.47,256.23,-0.044286477538094005
h_c_o,HCO,279.5394888295121,-8.68,270.8594888295121,SHCI_PBE_D0,270.92,270.76,-0.06051117048792776
n_h3,NH3,298.31807474074105,-21.6,276.71807474074103,SHCI_PBE_D0,276.97,276.59,-0.25192525925899645
h_c_n,HCN,313.2563960259235,-10.26,302.9963960259235,SHCI_PBE_D0,303.76,303.14,-0.7636039740764886
si_h4,SiH4,325.7909161055495,-20.4,305.39091610554954,SHCI_PBE_D0,304.27,302.6,1.1209161055495542
h2_c_o,H2CO,375.1059471143992,-17.169999999999998,357.9359471143992,SHCI_PBE_D0,357.88,357.48,0.055947114399202746
c_h3_cl,CH3Cl,397.03630546588397,-24.59,372.446305465884,SHCI_PBE_D0,371.53,371.35,0.9163054658840224
c_o2,CO2,390.57459439017435,-8.25,382.32459439017435,SHCI_PBE_D0,382.46,381.98,-0.1354056098256251
c2_h2,C2H2,405.0851365042592,-16.96,388.1251365042592,SHCI_PBE_D0,388.84,388.64,-0.714863495740758
c_h4,CH4,421.08225451687355,-28.009999999999998,393.07225451687356,SHCI_PBE_D0,392.56,392.47,0.5122545168735542
n2_h4,N2H4,438.82989140709424,-33.19,405.63989140709424,SHCI_PBE_D0,406.6,404.81,-0.9601085929057831
h3_c_s_h,H3CSH,476.92557999588547,-29.8,447.12557999588546,SHCI_PBE_D0,445.91,445.1,1.2155799958854345
h3_c_o_h,H3COH,514.75029673076,-32.519999999999996,482.2302967307601,SHCI_PBE_D0,481.52,480.97,0.710296730760092
si2_h6,Si2H6,537.3397244287795,-32.5,504.8397244287795,SHCI_PBE_D0,503.34,500.1,1.4997244287795297
c2_h4,C2H4,564.4549621471383,-32.16,532.2949621471383,SHCI_PBE_D0,532.09,532.04,0.2049621471383034
c2_h6,C2H6,714.2455199753465,-46.79,667.4555199753465,SHCI_PBE_D0,666.97,666.19,0.4855199753465058
