species,basis_set,method,energy_hartree,slurm_file
h_f,aug-cc-pV(D+d)Z,ΛCCSD(T),-100.403204077084,slurm-905329.out
h_o_cl,aug-cc-pV(D+d)Z,ΛCCSD(T),-535.77467542116,slurm-45784.out
li,aug-cc-pV(D+d)Z,ΛUCCSD(T),-7.473744309114,slurm-905260.out
li+,aug-cc-pV(D+d)Z,ΛCCSD(T),-7.276694863352,slurm-905458.out
li2,aug-cc-pV(D+d)Z,ΛCCSD(T),-14.985483172809,slurm-905356.out
li_f,aug-cc-pV(D+d)Z,ΛCCSD(T),-107.370918263179,slurm-905359.out
li_h,aug-cc-pV(D+d)Z,ΛCCSD(T),-8.064527095899,slurm-905293.out
n,aug-cc-pV(D+d)Z,ΛUCCSD(T),-54.562474151911,slurm-905269.out
n2,aug-cc-pV(D+d)Z,ΛCCSD(T),-109.469654804611,slurm-905389.out
n2_h4,aug-cc-pV(D+d)Z,ΛCCSD(T),-111.807954023618,slurm-905392.out
n_h,aug-cc-pV(D+d)Z,ΛUCCSD(T),-55.191085613657,slurm-905314.out
n_h2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-55.846513980006,slurm-905317.out
n_h3,aug-cc-pV(D+d)Z,ΛCCSD(T),-56.528993295232,slurm-905320.out
n_o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-129.81937368292,slurm-905395.out
na,aug-cc-pV(D+d)Z,ΛUCCSD(T),-162.090555662504,slurm-905278.out
na+,aug-cc-pV(D+d)Z,ΛCCSD(T),-161.906776847945,slurm-905461.out
na2,aug-cc-pV(D+d)Z,ΛCCSD(T),-324.208507659521,slurm-905410.out
na_cl,aug-cc-pV(D+d)Z,ΛCCSD(T),-622.238523901659,slurm-45786.out
o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-75.025974383208,slurm-905272.out
o2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-150.233752624678,slurm-908303.out
o_h,aug-cc-pV(D+d)Z,ΛUCCSD(T),-75.693854273153,slurm-905323.out
p,aug-cc-pV(D+d)Z,ΛUCCSD(T),-341.136199098989,slurm-905284.out
p2,aug-cc-pV(D+d)Z,ΛCCSD(T),-682.43440088785,slurm-45788.out
p_h2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-342.373593569674,slurm-905344.out
p_h3,aug-cc-pV(D+d)Z,ΛCCSD(T),-343.011275809949,slurm-905347.out
s,aug-cc-pV(D+d)Z,ΛUCCSD(T),-397.97054257029,slurm-905287.out
s2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-796.088527473026,slurm-45790.out
s_o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-473.181237399559,slurm-905434.out
s_o2,aug-cc-pV(D+d)Z,ΛCCSD(T),-548.398131290593,slurm-917481.out
si,aug-cc-pV(D+d)Z,ΛUCCSD(T),-289.236622607151,slurm-905281.out
si2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-578.581072383895,slurm-908310.out
si2_h6,aug-cc-pV(D+d)Z,ΛCCSD(T),-582.305908297054,slurm-905443.out
si_h2_singlet,aug-cc-pV(D+d)Z,ΛCCSD(T),-290.47611483938,slurm-905332.out
si_h2_triplet,aug-cc-pV(D+d)Z,ΛUCCSD(T),-290.443526994045,slurm-905335.out
si_h3,aug-cc-pV(D+d)Z,ΛUCCSD(T),-291.092547458533,slurm-905338.out
si_h4,aug-cc-pV(D+d)Z,ΛCCSD(T),-291.745151781043,slurm-905341.out
si_o,aug-cc-pV(D+d)Z,ΛCCSD(T),-364.550962514738,slurm-905428.out
