species,basis_set,method,energy_hartree,slurm_file
h_cl,aug-cc-pV(D+d)Z,ΛCCSD(T),-460.685483428888,slurm-51019.out
h_f,aug-cc-pV(D+d)Z,ΛCCSD(T),-100.431350367378,slurm-51003.out
h_o_cl,aug-cc-pV(D+d)Z,ΛCCSD(T),-535.817551296419,slurm-51085.out
li,aug-cc-pV(D+d)Z,ΛUCCSD(T),-7.477981969773,slurm-50957.out
li+,aug-cc-pV(D+d)Z,ΛCCSD(T),-7.27993472091,slurm-51089.out
li2,aug-cc-pV(D+d)Z,ΛCCSD(T),-14.994410328078,slurm-51021.out
li_f,aug-cc-pV(D+d)Z,ΛCCSD(T),-107.402712503368,slurm-51023.out
li_h,aug-cc-pV(D+d)Z,ΛCCSD(T),-8.069779652096,slurm-50979.out
n,aug-cc-pV(D+d)Z,ΛUCCSD(T),-54.570814393266,slurm-50963.out
n2,aug-cc-pV(D+d)Z,ΛCCSD(T),-109.499753446746,slurm-51043.out
n2_h4,aug-cc-pV(D+d)Z,ΛCCSD(T),-111.834371083997,slurm-51045.out
n_h,aug-cc-pV(D+d)Z,ΛUCCSD(T),-55.201402596045,slurm-50993.out
n_h2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-55.85904547915,slurm-50995.out
n_h3,aug-cc-pV(D+d)Z,ΛCCSD(T),-56.54335481093,slurm-50997.out
n_o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-129.851167165832,slurm-51047.out
na,aug-cc-pV(D+d)Z,ΛUCCSD(T),-162.215469682902,slurm-50969.out
na+,aug-cc-pV(D+d)Z,ΛCCSD(T),-162.031588334994,slurm-51091.out
na2,aug-cc-pV(D+d)Z,ΛCCSD(T),-324.458900321328,slurm-51057.out
na_cl,aug-cc-pV(D+d)Z,ΛCCSD(T),-622.382355487135,slurm-51067.out
o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-75.041037886898,slurm-50965.out
o2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-150.27005980345,slurm-51049.out
o_h,aug-cc-pV(D+d)Z,ΛUCCSD(T),-75.711144684873,slurm-50999.out
p,aug-cc-pV(D+d)Z,ΛUCCSD(T),-341.15026684678,slurm-50973.out
p2,aug-cc-pV(D+d)Z,ΛCCSD(T),-682.467559947053,slurm-51061.out
p_h2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-342.390561751579,slurm-51013.out
p_h3,aug-cc-pV(D+d)Z,ΛCCSD(T),-343.029637691654,slurm-51015.out
s,aug-cc-pV(D+d)Z,ΛUCCSD(T),-397.987402143026,slurm-50975.out
s2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-796.128529927203,slurm-51063.out
s_o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-473.226966750409,slurm-51073.out
s_o2,aug-cc-pV(D+d)Z,ΛCCSD(T),-548.478420158567,slurm-51087.out
si,aug-cc-pV(D+d)Z,ΛUCCSD(T),-289.249625395095,slurm-50971.out
si2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-578.607882674777,slurm-51059.out
si2_h6,aug-cc-pV(D+d)Z,ΛCCSD(T),-582.339437439088,slurm-51079.out
si_h2_singlet,aug-cc-pV(D+d)Z,ΛCCSD(T),-290.491605280817,slurm-51005.out
si_h2_triplet,aug-cc-pV(D+d)Z,ΛUCCSD(T),-290.458795167801,slurm-51007.out
si_h3,aug-cc-pV(D+d)Z,ΛUCCSD(T),-291.109387340713,slurm-51009.out
si_h4,aug-cc-pV(D+d)Z,ΛCCSD(T),-291.76317244804,slurm-51011.out
si_o,aug-cc-pV(D+d)Z,ΛCCSD(T),-364.592771349754,slurm-51069.out
