projectname,ee_depth,ee_depth_fixed,en_depth_fixed,een_depth_fixed,eC_depth,eF_depth,eH_depth,eN_depth,eO_depth,eeC_depth,eeF_depth,eeH_depth,eeN_depth,eeO_depth,molecule,core,basis_short,xTC-HF,xTC-CCSD(T),md_xTC-CCSD(T),xTC-DC-CCSDT,md_xTC-DC-CCSDT,xTC-FCIQMC,md_xTC-FCIQMC,spin_dependent_ee_cusp,spin_dependent_ee,spin_dependent_en,spin_dependent_een
g2_new_projection_5z,-0.41988545990449644,no,no,no,0.04678080227819466,,0.0175408480924191,,,0.12078126819446977,,-0.04507154624424133,,,C2H2,eCEPP,avdz,-12.263786620501,-12.47585422023,,-12.476821225881,,,,false,false,false,false
g2_new_projection_5z,-0.41988545990449644,no,no,no,0.04678080227819466,,0.0175408480924191,,,0.12078126819446977,,-0.04507154624424133,,,C2H2,eCEPP,avqz,-12.263786620501,-12.481092113401,,-12.48202955142,,,,false,false,false,false
g2_new_projection_5z,-0.41988545990449644,no,no,no,0.04678080227819466,,0.0175408480924191,,,0.12078126819446977,,-0.04507154624424133,,,C2H2,eCEPP,avtz,-12.263786620501,-12.483578236168,,-12.484495992739,,,,false,false,false,false
g2_new_projection_5z,-0.41988545990449644,no,no,no,0.04678080227819466,,0.0175408480924191,,,0.12078126819446977,,-0.04507154624424133,,,C2H2,eCEPP,pvdz,-12.263786620501,-12.470848849992,,,,,,false,false,false,false
g2_new_projection_5z,-0.41988545990449644,no,no,no,0.04678080227819466,,0.0175408480924191,,,0.12078126819446977,,-0.04507154624424133,,,C2H2,eCEPP,pvqz,-12.2637866205,-12.480860109689,,,,,,false,false,false,false
g2_new_projection_5z,-0.41988545990449644,no,no,no,0.04678080227819466,,0.0175408480924191,,,0.12078126819446977,,-0.04507154624424133,,,C2H2,eCEPP,pvtz,-12.2637866205,-12.482445209171,,,,,,false,false,false,false
g2_new_projection_5z,-0.42635093473666497,no,no,no,,,,,,,,,,,C2H4,eCEPP,avdz,-13.510652335239,-13.73081882992,,-13.731689127515,,,,false,false,false,false
g2_new_projection_5z,-0.42635093473666497,no,no,no,,,,,,,,,,,C2H4,eCEPP,avqz,-13.510652335239,-13.734003160864,,,,,,false,false,false,false
g2_new_projection_5z,-0.42635093473666497,no,no,no,,,,,,,,,,,C2H4,eCEPP,avtz,-13.510652335239,-13.736985326954,,-13.737834767532,,,,false,false,false,false
g2_new_projection_5z,-0.42635093473666497,no,no,no,,,,,,,,,,,C2H4,eCEPP,pvdz,-13.510652335239,-13.723742269032,,,,,,false,false,false,false
g2_new_projection_5z,-0.42635093473666497,no,no,no,,,,,,,,,,,C2H4,eCEPP,pvqz,-13.510652335239,-13.733831716089,,,,,,false,false,false,false
g2_new_projection_5z,-0.42635093473666497,no,no,no,,,,,,,,,,,C2H4,eCEPP,pvtz,-13.510652335239,-13.735837851404,,,,,,false,false,false,false
g2_new_projection_5z,-0.43855910358379346,no,no,no,,,,,,,,,,,C2H6,eCEPP,avdz,-14.743788201363,-14.96920588368,,-14.969617898759,,,,false,false,false,false
g2_new_projection_5z,-0.43855910358379346,no,no,no,,,,,,,,,,,C2H6,eCEPP,avqz,-14.743788201363,-14.97163169329,,,,,,false,false,false,false
g2_new_projection_5z,-0.43855910358379346,no,no,no,,,,,,,,,,,C2H6,eCEPP,avtz,-14.743788201363,-14.97481052027,,-14.975211105713,,,,false,false,false,false
g2_new_projection_5z,-0.43855910358379346,no,no,no,,,,,,,,,,,C2H6,eCEPP,pvdz,-14.743788201363,-14.962322973018,,,,,,false,false,false,false
g2_new_projection_5z,-0.43855910358379346,no,no,no,,,,,,,,,,,C2H6,eCEPP,pvqz,-14.743788201363,-14.971673716593,,,,,,false,false,false,false
g2_new_projection_5z,-0.43855910358379346,no,no,no,,,,,,,,,,,C2H6,eCEPP,pvtz,-14.743788201363,-14.974059653312,,,,,,false,false,false,false
g2_new_projection_5z,-0.46564198384636796,no,no,no,0.03213685099712788,,0.01600183068812352,,,0.10693121844283467,,-0.035791100145702,,,CH,eCEPP,avdz,-5.96695754952,-6.048827194728,,-6.049349149275,,,,false,false,false,false
g2_new_projection_5z,-0.46564198384636796,no,no,no,0.03213685099712788,,0.01600183068812352,,,0.10693121844283467,,-0.035791100145702,,,CH,eCEPP,avqz,-5.96695754952,-6.051403495607,,-6.052003117993,,,,false,false,false,false
g2_new_projection_5z,-0.46564198384636796,no,no,no,0.03213685099712788,,0.01600183068812352,,,0.10693121844283467,,-0.035791100145702,,,CH,eCEPP,avtz,-5.96695754952,-6.053359448578,,-6.053953715189,,,,false,false,false,false
g2_new_projection_5z,-0.46564198384636796,no,no,no,0.03213685099712788,,0.01600183068812352,,,0.10693121844283467,,-0.035791100145702,,,CH,eCEPP,pvdz,-5.96695754952,-6.0449558458,,,,,,false,false,false,false
g2_new_projection_5z,-0.46564198384636796,no,no,no,0.03213685099712788,,0.01600183068812352,,,0.10693121844283467,,-0.035791100145702,,,CH,eCEPP,pvqz,-5.96695754952,-6.051280576854,,,,,,false,false,false,false
g2_new_projection_5z,-0.46564198384636796,no,no,no,0.03213685099712788,,0.01600183068812352,,,0.10693121844283467,,-0.035791100145702,,,CH,eCEPP,pvtz,-5.96695754952,-6.052581823201,,,,,,false,false,false,false
g2_new_projection_5z,-0.43077461937288153,no,no,no,0.04197045588975666,,0.0159251782563294,,,0.11867531014799956,,-0.042265049260266536,,,CH2,eCEPP,avdz,-6.634614390748,-6.718561158365,,-6.718906689989,,,,false,false,false,false
g2_new_projection_5z,-0.43077461937288153,no,no,no,0.04197045588975666,,0.0159251782563294,,,0.11867531014799956,,-0.042265049260266536,,,CH2,eCEPP,avqz,-6.634614390748,-6.721396608405,,-6.721798368763,,,,false,false,false,false
g2_new_projection_5z,-0.43077461937288153,no,no,no,0.04197045588975666,,0.0159251782563294,,,0.11867531014799956,,-0.042265049260266536,,,CH2,eCEPP,avtz,-6.634614390748,-6.72275621734,,-6.723156720678,,,,false,false,false,false
g2_new_projection_5z,-0.43077461937288153,no,no,no,0.04197045588975666,,0.0159251782563294,,,0.11867531014799956,,-0.042265049260266536,,,CH2,eCEPP,pvdz,-6.634614390748,-6.715633175124,,,,,,false,false,false,false
g2_new_projection_5z,-0.43077461937288153,no,no,no,0.04197045588975666,,0.0159251782563294,,,0.11867531014799956,,-0.042265049260266536,,,CH2,eCEPP,pvqz,-6.634614390748,-6.721296828501,,,,,,false,false,false,false
g2_new_projection_5z,-0.43077461937288153,no,no,no,0.04197045588975666,,0.0159251782563294,,,0.11867531014799956,,-0.042265049260266536,,,CH2,eCEPP,pvtz,-6.634614390748,-6.722203407954,,,,,,false,false,false,false
g2_new_projection_5z,-0.3651552602763345,no,no,no,,,,,,,,,,,CH2O,eCEPP,avdz,-22.628831588415,-22.886974194383,,-22.887677675055,,,,false,false,false,false
g2_new_projection_5z,-0.3651552602763345,no,no,no,,,,,,,,,,,CH2O,eCEPP,avqz,-22.628831588415,-22.899240468262,,-22.899929089645,,,,false,false,false,false
g2_new_projection_5z,-0.3651552602763345,no,no,no,,,,,,,,,,,CH2O,eCEPP,avtz,-22.628831588415,-22.903636513121,,-22.904312268329,,,,false,false,false,false
g2_new_projection_5z,-0.3651552602763345,no,no,no,,,,,,,,,,,CH2O,eCEPP,pvdz,-22.628831588415,-22.871912205458,,,,,,false,false,false,false
g2_new_projection_5z,-0.3651552602763345,no,no,no,,,,,,,,,,,CH2O,eCEPP,pvqz,-22.628831588415,-22.898914011883,,,,,,false,false,false,false
g2_new_projection_5z,-0.3651552602763345,no,no,no,,,,,,,,,,,CH2O,eCEPP,pvtz,-22.628831588415,-22.901271751073,,,,,,false,false,false,false
g2_new_projection_5z,-0.451454017872465,no,no,no,,,,,,,,,,,CH2_singlet,eCEPP,avdz,-6.603004300486,-6.704033521402,,-6.70475653321,,,,false,false,false,false
g2_new_projection_5z,-0.451454017872465,no,no,no,,,,,,,,,,,CH2_singlet,eCEPP,avqz,-6.603004300486,-6.706155086275,,-6.706924254604,,,,false,false,false,false
g2_new_projection_5z,-0.451454017872465,no,no,no,,,,,,,,,,,CH2_singlet,eCEPP,avtz,-6.603004300486,-6.708030296054,,-6.708790978883,,,,false,false,false,false
g2_new_projection_5z,-0.451454017872465,no,no,no,,,,,,,,,,,CH2_singlet,eCEPP,pvdz,-6.603004300486,-6.700327182683,,,,,,false,false,false,false
g2_new_projection_5z,-0.451454017872465,no,no,no,,,,,,,,,,,CH2_singlet,eCEPP,pvqz,-6.603004300486,-6.706023535296,,,,,,false,false,false,false
g2_new_projection_5z,-0.451454017872465,no,no,no,,,,,,,,,,,CH2_singlet,eCEPP,pvtz,-6.603004300486,-6.707258721,,,,,,false,false,false,false
g2_new_projection_5z,-0.434908131875988,no,no,no,0.046172988494133,,0.015429830012364776,,,0.1452235650534093,,-0.047737488630978216,,,CH3,eCEPP,avdz,-7.300998351023,-7.40649485364,,-7.406833931781,,,,false,false,false,false
g2_new_projection_5z,-0.434908131875988,no,no,no,0.046172988494133,,0.015429830012364776,,,0.1452235650534093,,-0.047737488630978216,,,CH3,eCEPP,avqz,-7.300998351023,-7.408163161772,,-7.408530032157,,,,false,false,false,false
g2_new_projection_5z,-0.434908131875988,no,no,no,0.046172988494133,,0.015429830012364776,,,0.1452235650534093,,-0.047737488630978216,,,CH3,eCEPP,avtz,-7.300998351023,-7.409696097662,,-7.410055348206,,,,false,false,false,false
g2_new_projection_5z,-0.434908131875988,no,no,no,0.046172988494133,,0.015429830012364776,,,0.1452235650534093,,-0.047737488630978216,,,CH3,eCEPP,pvdz,-7.300998351023,-7.403329395013,,,,,,false,false,false,false
g2_new_projection_5z,-0.434908131875988,no,no,no,0.046172988494133,,0.015429830012364776,,,0.1452235650534093,,-0.047737488630978216,,,CH3,eCEPP,pvqz,-7.300998351023,-7.408096408626,,,,,,false,false,false,false
g2_new_projection_5z,-0.434908131875988,no,no,no,0.046172988494133,,0.015429830012364776,,,0.1452235650534093,,-0.047737488630978216,,,CH3,eCEPP,pvtz,-7.300998351023,-7.409017064437,,,,,,false,false,false,false
g2_new_projection_5z,-0.4562417737058535,no,no,no,,,,,,,,,,,CH3Cl,eCEPP,avdz,-22.275251181345,-22.49434560674,,-22.49493718787,,,,false,false,false,false
g2_new_projection_5z,-0.4562417737058535,no,no,no,,,,,,,,,,,CH3Cl,eCEPP,avqz,-22.275251181345,-22.51398194003,,,,,,false,false,false,false
g2_new_projection_5z,-0.4562417737058535,no,no,no,,,,,,,,,,,CH3Cl,eCEPP,avtz,-22.275251181345,-22.514848145313,,-22.516833342446,,,,false,false,false,false
g2_new_projection_5z,-0.4562417737058535,no,no,no,,,,,,,,,,,CH3Cl,eCEPP,pvdz,-22.275251181345,-22.473772674662,,,,,,false,false,false,false
g2_new_projection_5z,-0.4562417737058535,no,no,no,,,,,,,,,,,CH3Cl,eCEPP,pvqz,-22.275251181345,-22.508390302609,,,,,,false,false,false,false
g2_new_projection_5z,-0.4562417737058535,no,no,no,,,,,,,,,,,CH3Cl,eCEPP,pvtz,-22.275251181345,-22.485887037207,,,,,,false,false,false,false
g2_new_projection_5z,-0.43070156877735755,no,no,no,,,,,,,,,,,CH4,eCEPP,avdz,-7.961706421206,-8.086853012367,,-8.087165756334,,,,false,false,false,false
g2_new_projection_5z,-0.43070156877735755,no,no,no,,,,,,,,,,,CH4,eCEPP,avqz,-7.961706421206,-8.087520951784,,-8.087842283946,,,,false,false,false,false
g2_new_projection_5z,-0.43070156877735755,no,no,no,,,,,,,,,,,CH4,eCEPP,avtz,-7.961706421206,-8.089098563687,,-8.089407815808,,,,false,false,false,false
g2_new_projection_5z,-0.43070156877735755,no,no,no,,,,,,,,,,,CH4,eCEPP,pvdz,-7.961706421206,-8.08363818206,,,,,,false,false,false,false
g2_new_projection_5z,-0.43070156877735755,no,no,no,,,,,,,,,,,CH4,eCEPP,pvqz,-7.961706421206,-8.087574714548,,,,,,false,false,false,false
g2_new_projection_5z,-0.43070156877735755,no,no,no,,,,,,,,,,,CH4,eCEPP,pvtz,-7.961706421206,-8.088632734437,,,,,,false,false,false,false
g2_new_projection_5z,-0.38830025602366347,no,no,no,,,,,,,,,,,CH4O,eCEPP,avdz,-23.839431226496,-24.107667138435,,-24.108016947368,,,,false,false,false,false
g2_new_projection_5z,-0.38830025602366347,no,no,no,,,,,,,,,,,CH4O,eCEPP,avqz,-23.839431226496,-24.119663686179,,,,,,false,false,false,false
g2_new_projection_5z,-0.38830025602366347,no,no,no,,,,,,,,,,,CH4O,eCEPP,avtz,-23.839431226496,-24.124615316665,,-24.12492512023,,,,false,false,false,false
g2_new_projection_5z,-0.38830025602366347,no,no,no,,,,,,,,,,,CH4O,eCEPP,pvdz,-23.839431226496,-24.088477272745,,,,,,false,false,false,false
g2_new_projection_5z,-0.38830025602366347,no,no,no,,,,,,,,,,,CH4O,eCEPP,pvqz,-23.839431226496,-24.119312426,,,,,,false,false,false,false
g2_new_projection_5z,-0.38830025602366347,no,no,no,,,,,,,,,,,CH4O,eCEPP,pvtz,-23.839431226496,-24.122222731501,,,,,,false,false,false,false
g2_new_projection_5z,-0.467040955975245,no,no,no,,,,,,,,,,,CH4S,eCEPP,avdz,-18.027035178099,-18.251051559212,,-18.251767118137,,,,false,false,false,false
g2_new_projection_5z,-0.467040955975245,no,no,no,,,,,,,,,,,CH4S,eCEPP,avqz,-18.027035178099,-18.267410584904,,,,,,false,false,false,false
g2_new_projection_5z,-0.467040955975245,no,no,no,,,,,,,,,,,CH4S,eCEPP,avtz,-18.027035178099,-18.268850846163,,-18.269800564578,,,,false,false,false,false
g2_new_projection_5z,-0.467040955975245,no,no,no,,,,,,,,,,,CH4S,eCEPP,pvdz,-18.027035178099,-18.234278682974,,,,,,false,false,false,false
g2_new_projection_5z,-0.467040955975245,no,no,no,,,,,,,,,,,CH4S,eCEPP,pvqz,-18.027035178099,-18.263384960431,,,,,,false,false,false,false
g2_new_projection_5z,-0.467040955975245,no,no,no,,,,,,,,,,,CH4S,eCEPP,pvtz,-18.027035178099,-18.246182379575,,,,,,false,false,false,false
g2_new_projection_5z,-0.35859571283798997,no,no,no,,,,,,,,,,,CHO,eCEPP,avdz,-21.98406510207,-22.233589832859,,-22.234433695544,,,,false,false,false,false
g2_new_projection_5z,-0.35859571283798997,no,no,no,,,,,,,,,,,CHO,eCEPP,avqz,-21.98406510207,-22.247406886299,,,,,,false,false,false,false
g2_new_projection_5z,-0.35859571283798997,no,no,no,,,,,,,,,,,CHO,eCEPP,avtz,-21.98406510207,-22.251776719899,,-22.252613329628,,,,false,false,false,false
g2_new_projection_5z,-0.35859571283798997,no,no,no,,,,,,,,,,,CHO,eCEPP,pvdz,-21.98406510207,-22.2191237696,,,,,,false,false,false,false
g2_new_projection_5z,-0.35859571283798997,no,no,no,,,,,,,,,,,CHO,eCEPP,pvqz,-21.98406510207,-22.247128395188,,,,,,false,false,false,false
g2_new_projection_5z,-0.35859571283798997,no,no,no,,,,,,,,,,,CHO,eCEPP,pvtz,-21.98406510207,-22.24971942408,,,,,,false,false,false,false
g2_new_projection_5z,-0.3736763740678605,no,no,no,0.030649544674489097,,,0.06358193229143833,,0.09022182523185866,,,0.11414840112391156,,CN,eCEPP,avdz,-15.221728299368,-15.460741213763,,-15.462405819812,,,,false,false,false,false
g2_new_projection_5z,-0.3736763740678605,no,no,no,0.030649544674489097,,,0.06358193229143833,,0.09022182523185866,,,0.11414840112391156,,CN,eCEPP,avqz,-15.221728299368,-15.471332180938,,-15.472984103835,,,,false,false,false,false
g2_new_projection_5z,-0.3736763740678605,no,no,no,0.030649544674489097,,,0.06358193229143833,,0.09022182523185866,,,0.11414840112391156,,CN,eCEPP,avtz,-15.221728299368,-15.47485554366,,-15.476501787914,,,,false,false,false,false
g2_new_projection_5z,-0.3736763740678605,no,no,no,0.030649544674489097,,,0.06358193229143833,,0.09022182523185866,,,0.11414840112391156,,CN,eCEPP,pvdz,-15.221728299368,-15.459573470453,,,,,,false,false,false,false
g2_new_projection_5z,-0.3736763740678605,no,no,no,0.030649544674489097,,,0.06358193229143833,,0.09022182523185866,,,0.11414840112391156,,CN,eCEPP,pvqz,-15.221728299368,-15.47124999003,,,,,,false,false,false,false
g2_new_projection_5z,-0.3736763740678605,no,no,no,0.030649544674489097,,,0.06358193229143833,,0.09022182523185866,,,0.11414840112391156,,CN,eCEPP,pvtz,-15.221728299368,-15.474112078493,,,,,,false,false,false,false
g2_new_projection_5z,-0.3847058782887525,no,no,no,,,,,,,,,,,CNH,eCEPP,avdz,-15.936471707032,-16.174245907109,,-16.175169189837,,,,false,false,false,false
g2_new_projection_5z,-0.3847058782887525,no,no,no,,,,,,,,,,,CNH,eCEPP,avqz,-15.936471707032,-16.182935400274,,-16.183828665154,,,,false,false,false,false
g2_new_projection_5z,-0.3847058782887525,no,no,no,,,,,,,,,,,CNH,eCEPP,avtz,-15.936471707032,-16.186335638176,,-16.187205368462,,,,false,false,false,false
g2_new_projection_5z,-0.3847058782887525,no,no,no,,,,,,,,,,,CNH,eCEPP,pvdz,-15.936471707032,-16.172750538131,,,,,,false,false,false,false
g2_new_projection_5z,-0.3847058782887525,no,no,no,,,,,,,,,,,CNH,eCEPP,pvqz,-15.936471707032,-16.182767413438,,,,,,false,false,false,false
g2_new_projection_5z,-0.3847058782887525,no,no,no,,,,,,,,,,,CNH,eCEPP,pvtz,-15.936471707032,-16.185126712082,,,,,,false,false,false,false
g2_new_projection_5z,-0.35563928623694696,no,no,no,0.11179792392662033,,,,0.020773431389231465,0.12639568136644266,,,,0.09329213591180888,CO,eCEPP,avdz,-21.463839668923,-21.703589113069,,-21.704500125366,,,,false,false,false,false
g2_new_projection_5z,-0.35563928623694696,no,no,no,0.11179792392662033,,,,0.020773431389231465,0.12639568136644266,,,,0.09329213591180888,CO,eCEPP,avqz,-21.463839668923,-21.716886134565,,-21.717776692668,,,,false,false,false,false
g2_new_projection_5z,-0.35563928623694696,no,no,no,0.11179792392662033,,,,0.020773431389231465,0.12639568136644266,,,,0.09329213591180888,CO,eCEPP,avtz,-21.463839668923,-21.721685461356,,-21.722578698893,,,,false,false,false,false
g2_new_projection_5z,-0.35563928623694696,no,no,no,0.11179792392662033,,,,0.020773431389231465,0.12639568136644266,,,,0.09329213591180888,CO,eCEPP,pvdz,-21.463839668923,-21.692286111155,,,,,,false,false,false,false
g2_new_projection_5z,-0.35563928623694696,no,no,no,0.11179792392662033,,,,0.020773431389231465,0.12639568136644266,,,,0.09329213591180888,CO,eCEPP,pvqz,-21.463839668923,-21.717033823891,,,,,,false,false,false,false
g2_new_projection_5z,-0.35563928623694696,no,no,no,0.11179792392662033,,,,0.020773431389231465,0.12639568136644266,,,,0.09329213591180888,CO,eCEPP,pvtz,-21.463839668923,-21.721193382576,,,,,,false,false,false,false
g2_new_projection_5z,-0.35905812299522244,no,no,no,0.028221714816588032,,,,0.11685214668550033,0.04302443863380004,,,,0.11802916514106754,CO2,eCEPP,avdz,-37.40850783599,-37.784866954952,,-37.785974611227,,,,false,false,false,false
g2_new_projection_5z,-0.35905812299522244,no,no,no,0.028221714816588032,,,,0.11685214668550033,0.04302443863380004,,,,0.11802916514106754,CO2,eCEPP,avqz,-37.40850783599,-37.808864408387,,-37.809912981503,,,,false,false,false,false
g2_new_projection_5z,-0.35905812299522244,no,no,no,0.028221714816588032,,,,0.11685214668550033,0.04302443863380004,,,,0.11802916514106754,CO2,eCEPP,avtz,-37.40850783599,-37.81537969632,,-37.816418454451,,,,false,false,false,false
g2_new_projection_5z,-0.35905812299522244,no,no,no,0.028221714816588032,,,,0.11685214668550033,0.04302443863380004,,,,0.11802916514106754,CO2,eCEPP,pvdz,-37.40850783599,-37.760326578506,,,,,,false,false,false,false
g2_new_projection_5z,-0.35905812299522244,no,no,no,0.028221714816588032,,,,0.11685214668550033,0.04302443863380004,,,,0.11802916514106754,CO2,eCEPP,pvqz,-37.40850783599,-37.808220103456,,,,,,false,false,false,false
g2_new_projection_5z,-0.35905812299522244,no,no,no,0.028221714816588032,,,,0.11685214668550033,0.04302443863380004,,,,0.11802916514106754,CO2,eCEPP,pvtz,-37.40850783599,-37.811215129296,,,,,,false,false,false,false
g2_new_projection_5z,-0.45337035466029596,no,no,no,,,,,,,,,,,CS,eCEPP,avdz,-15.548684051686,-15.766849557561,,-15.768769741344,,,,false,false,false,false
g2_new_projection_5z,-0.45337035466029596,no,no,no,,,,,,,,,,,CS,eCEPP,avqz,-15.548684051686,-15.783465779078,,-15.785676372084,,,,false,false,false,false
g2_new_projection_5z,-0.45337035466029596,no,no,no,,,,,,,,,,,CS,eCEPP,avtz,-15.548684051686,-15.785497171851,,-15.787637380814,,,,false,false,false,false
g2_new_projection_5z,-0.45337035466029596,no,no,no,,,,,,,,,,,CS,eCEPP,pvdz,-15.548684051686,-15.756944848041,,,,,,false,false,false,false
g2_new_projection_5z,-0.45337035466029596,no,no,no,,,,,,,,,,,CS,eCEPP,pvqz,-15.548684051686,-15.779924750054,,,,,,false,false,false,false
g2_new_projection_5z,-0.45337035466029596,no,no,no,,,,,,,,,,,CS,eCEPP,pvtz,-15.548684051686,-15.762137566522,,,,,,false,false,false,false
g2_new_projection_5z,-0.46674971434185,no,no,no,,,,,,,,,,,Cl,eCEPP,avdz,-14.854460466392,-14.949764892176,,-14.950048737985,,,,false,false,false,false
g2_new_projection_5z,-0.46674971434185,no,no,no,,,,,,,,,,,Cl,eCEPP,avqz,-14.854460466392,-14.964692363978,,-14.965704223534,,,,false,false,false,false
g2_new_projection_5z,-0.46674971434185,no,no,no,,,,,,,,,,,Cl,eCEPP,avtz,-14.854460466392,-14.965733452516,,-14.966329437875,,,,false,false,false,false
g2_new_projection_5z,-0.46674971434185,no,no,no,,,,,,,,,,,Cl,eCEPP,pvdz,-14.854460466392,-14.93371665512,,,,,,false,false,false,false
g2_new_projection_5z,-0.46674971434185,no,no,no,,,,,,,,,,,Cl,eCEPP,pvqz,-14.854460466392,-14.962528517632,,,,,,false,false,false,false
g2_new_projection_5z,-0.46674971434185,no,no,no,,,,,,,,,,,Cl,eCEPP,pvtz,-14.854460466392,-14.941233099411,,,,,,false,false,false,false
g2_new_projection_5z,-0.47064480088372945,no,no,no,,,,,,,,,,,Cl2,eCEPP,avdz,-29.769713669372,-29.988829759719,,-29.989751214951,,,,false,false,false,false
g2_new_projection_5z,-0.47064480088372945,no,no,no,,,,,,,,,,,Cl2,eCEPP,avqz,-29.769713669372,-30.024108748059,,-30.02615621663,,,,false,false,false,false
g2_new_projection_5z,-0.47064480088372945,no,no,no,,,,,,,,,,,Cl2,eCEPP,avtz,-29.769713669372,-30.025170762524,,-30.027317403464,,,,false,false,false,false
g2_new_projection_5z,-0.47064480088372945,no,no,no,,,,,,,,,,,Cl2,eCEPP,pvdz,-29.769713669372,-29.954928010031,,,,,,false,false,false,false
g2_new_projection_5z,-0.47064480088372945,no,no,no,,,,,,,,,,,Cl2,eCEPP,pvqz,-29.769713669372,-30.015555825361,,,,,,false,false,false,false
g2_new_projection_5z,-0.47064480088372945,no,no,no,,,,,,,,,,,Cl2,eCEPP,pvtz,-29.769713669372,-29.970119342564,,,,,,false,false,false,false
g2_new_projection_5z,-0.30524253404873547,no,no,no,,0.16271064615977665,,,,,0.11699398795749867,,,,F,eCEPP,avdz,-24.072227028172,-24.18670159238,,-24.186867062499,,,,false,false,false,false
g2_new_projection_5z,-0.30524253404873547,no,no,no,,0.16271064615977665,,,,,0.11699398795749867,,,,F,eCEPP,avqz,-24.072227028172,-24.197948455597,,-24.198116320585,,,,false,false,false,false
g2_new_projection_5z,-0.30524253404873547,no,no,no,,0.16271064615977665,,,,,0.11699398795749867,,,,F,eCEPP,avtz,-24.072227028172,-24.20069353089,,-24.200879056152,,,,false,false,false,false
g2_new_projection_5z,-0.30524253404873547,no,no,no,,0.16271064615977665,,,,,0.11699398795749867,,,,F,eCEPP,pvdz,-24.072227028172,-24.170871240142,,,,,,false,false,false,false
g2_new_projection_5z,-0.30524253404873547,no,no,no,,0.16271064615977665,,,,,0.11699398795749867,,,,F,eCEPP,pvqz,-24.072227028172,-24.198625688248,,,,,,false,false,false,false
