species,basis_set,method,energy_hartree,slurm_file
n_h3,aug-cc-pV(D+d)Z,ΛCCSD(T),-56.528974342811,slurm-912880.out
n_o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-129.819022359321,slurm-912928.out
na,aug-cc-pV(D+d)Z,ΛUCCSD(T),-162.212209337185,slurm-45806.out
na+,aug-cc-pV(D+d)Z,ΛCCSD(T),-161.903013056229,slurm-894615.out
na2,aug-cc-pV(D+d)Z,ΛCCSD(T),-324.451104652787,slurm-45800.out
o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-75.025974383208,slurm-905272.out
o2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-150.233895345785,slurm-912930.out
o_h,aug-cc-pV(D+d)Z,ΛUCCSD(T),-75.694445350745,slurm-912882.out
p,aug-cc-pV(D+d)Z,ΛUCCSD(T),-341.136199098989,slurm-905284.out
p2,aug-cc-pV(D+d)Z,ΛCCSD(T),-682.43440088785,slurm-45788.out
p_h2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-342.373593569674,slurm-905344.out
p_h3,aug-cc-pV(D+d)Z,ΛCCSD(T),-343.011275809949,slurm-905347.out
s,aug-cc-pV(D+d)Z,ΛUCCSD(T),-397.97054257029,slurm-905287.out
s2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-796.088527473026,slurm-45790.out
s_o,aug-cc-pV(D+d)Z,ΛUCCSD(T),-473.181237399559,slurm-905434.out
s_o2,aug-cc-pV(D+d)Z,ΛCCSD(T),-548.398131290593,slurm-917481.out
si,aug-cc-pV(D+d)Z,ΛUCCSD(T),-289.236622607151,slurm-905281.out
si2,aug-cc-pV(D+d)Z,ΛUCCSD(T),-578.581072383895,slurm-908310.out
si2_h6,aug-cc-pV(D+d)Z,ΛCCSD(T),-582.305908297054,slurm-905443.out
si_h2_singlet,aug-cc-pV(D+d)Z,ΛCCSD(T),-290.47611483938,slurm-905332.out
si_h2_triplet,aug-cc-pV(D+d)Z,ΛUCCSD(T),-290.443526994045,slurm-905335.out
si_h3,aug-cc-pV(D+d)Z,ΛUCCSD(T),-291.092547458533,slurm-905338.out
si_h4,aug-cc-pV(D+d)Z,ΛCCSD(T),-291.745151781043,slurm-905341.out
si_o,aug-cc-pV(D+d)Z,ΛCCSD(T),-364.550962514738,slurm-905428.out
