species,basis_set,method,energy_hartree,slurm_file
h2_c_o,aug-ano-pV(D+d)Z,ΛCCSD(T),-114.489950418605,slurm-925933.out
h2_o,aug-ano-pV(D+d)Z,ΛCCSD(T),-76.427846961668,slurm-925895.out
h2_o2,aug-ano-pV(D+d)Z,ΛCCSD(T),-151.538926565542,slurm-925945.out
h2_s,aug-ano-pV(D+d)Z,ΛCCSD(T),-399.295267177586,slurm-925911.out
h3_c_o_h,aug-ano-pV(D+d)Z,ΛCCSD(T),-115.712412782909,slurm-925935.out
h3_c_s_h,aug-ano-pV(D+d)Z,ΛCCSD(T),-438.594969362384,slurm-925977.out
h_c_n,aug-ano-pV(D+d)Z,ΛCCSD(T),-93.415966152181,slurm-925927.out
h_c_o,aug-ano-pV(D+d)Z,ΛUCCSD(T),-113.838004348757,slurm-925931.out
h_cl,aug-ano-pV(D+d)Z,ΛCCSD(T),-460.702877400951,slurm-925913.out
h_f,aug-ano-pV(D+d)Z,ΛCCSD(T),-100.44820636858,slurm-925897.out
h_o_cl,aug-ano-pV(D+d)Z,ΛCCSD(T),-535.848519821492,slurm-925979.out
li,aug-ano-pV(D+d)Z,ΛUCCSD(T),-7.477828618183,slurm-925851.out
li+,aug-ano-pV(D+d)Z,ΛCCSD(T),-7.279851394775,slurm-925983.out
li2,aug-ano-pV(D+d)Z,ΛCCSD(T),-14.994420329991,slurm-925915.out
li_f,aug-ano-pV(D+d)Z,ΛCCSD(T),-107.416989418569,slurm-925917.out
li_h,aug-ano-pV(D+d)Z,ΛCCSD(T),-8.069896919698,slurm-925873.out
n,aug-ano-pV(D+d)Z,ΛUCCSD(T),-54.582626566438,slurm-925857.out
n2,aug-ano-pV(D+d)Z,ΛCCSD(T),-109.524592222124,slurm-925937.out
n2_h4,aug-ano-pV(D+d)Z,ΛCCSD(T),-111.856688913703,slurm-925939.out
n_h,aug-ano-pV(D+d)Z,ΛUCCSD(T),-55.212669156239,slurm-925887.out
n_h2,aug-ano-pV(D+d)Z,ΛUCCSD(T),-55.869882366848,slurm-925889.out
n_h3,aug-ano-pV(D+d)Z,ΛCCSD(T),-56.554140083045,slurm-925891.out
n_o,aug-ano-pV(D+d)Z,ΛUCCSD(T),-129.87794185802,slurm-925941.out
na,aug-ano-pV(D+d)Z,ΛUCCSD(T),-162.21594644085,slurm-925863.out
na+,aug-ano-pV(D+d)Z,ΛCCSD(T),-162.031747667691,slurm-925985.out
na2,aug-ano-pV(D+d)Z,ΛCCSD(T),-324.458954688,slurm-925951.out
na_cl,aug-ano-pV(D+d)Z,ΛCCSD(T),-622.398826546147,slurm-925961.out
o,aug-ano-pV(D+d)Z,ΛUCCSD(T),-75.056854787034,slurm-925859.out
o2,aug-ano-pV(D+d)Z,ΛUCCSD(T),-150.300933107348,slurm-925943.out
o_h,aug-ano-pV(D+d)Z,ΛUCCSD(T),-75.726861138176,slurm-925893.out
p,aug-ano-pV(D+d)Z,ΛUCCSD(T),-341.169587859284,slurm-925867.out
p2,aug-ano-pV(D+d)Z,ΛCCSD(T),-682.505311689228,slurm-925955.out
p_h2,aug-ano-pV(D+d)Z,ΛUCCSD(T),-342.408743219798,slurm-925907.out
p_h3,aug-ano-pV(D+d)Z,ΛCCSD(T),-343.047257499774,slurm-925909.out
s,aug-ano-pV(D+d)Z,ΛUCCSD(T),-398.005714987382,slurm-925869.out
s2,aug-ano-pV(D+d)Z,ΛUCCSD(T),-796.164482519959,slurm-925957.out
s_o,aug-ano-pV(D+d)Z,ΛUCCSD(T),-473.258623467246,slurm-925967.out
s_o2,aug-ano-pV(D+d)Z,ΛCCSD(T),-548.525642335806,slurm-925981.out
si,aug-ano-pV(D+d)Z,ΛUCCSD(T),-289.266476373223,slurm-925865.out
si2,aug-ano-pV(D+d)Z,ΛUCCSD(T),-578.641770143287,slurm-925953.out
si2_h6,aug-ano-pV(D+d)Z,ΛCCSD(T),-582.370210917492,slurm-925973.out
si_h2_singlet,aug-ano-pV(D+d)Z,ΛCCSD(T),-290.506673226914,slurm-925899.out
si_h2_triplet,aug-ano-pV(D+d)Z,ΛUCCSD(T),-290.473426480899,slurm-925901.out
si_h3,aug-ano-pV(D+d)Z,ΛUCCSD(T),-291.123884821444,slurm-925903.out
si_h4,aug-ano-pV(D+d)Z,ΛCCSD(T),-291.777399843952,slurm-925905.out
si_o,aug-ano-pV(D+d)Z,ΛCCSD(T),-364.62464997266,slurm-925963.out
