species,basis_set,method,energy_hartree,slurm_file
h3_c_s_h,aug-ano-pV(5+d)Z,ΛCCSD(T),-438.682416806045,slurm-50737.out
h_c_n,aug-ano-pV(5+d)Z,ΛCCSD(T),-93.432295561817,slurm-50227.out
h_cl,aug-ano-pV(5+d)Z,ΛCCSD(T),-460.791972590312,slurm-50691.out
h_f,aug-ano-pV(5+d)Z,ΛCCSD(T),-100.460386604129,slurm-50659.out
h_o_cl,aug-ano-pV(5+d)Z,ΛCCSD(T),-535.953187301826,slurm-50727.out
li,aug-ano-pV(5+d)Z,ΛUCCSD(T),-7.478167282693,slurm-50101.out
li+,aug-ano-pV(5+d)Z,ΛCCSD(T),-7.279978831697,slurm-50627.out
li2,aug-ano-pV(5+d)Z,ΛCCSD(T),-14.995242068318,slurm-50213.out
li_f,aug-ano-pV(5+d)Z,ΛCCSD(T),-107.435383575479,slurm-50595.out
li_h,aug-ano-pV(5+d)Z,ΛCCSD(T),-8.07086415757,slurm-50615.out
n,aug-ano-pV(5+d)Z,ΛUCCSD(T),-54.589210214188,slurm-50623.out
n2,aug-ano-pV(5+d)Z,ΛCCSD(T),-109.54099838723,slurm-50687.out
n2_h4,aug-ano-pV(5+d)Z,ΛCCSD(T),-111.876101144312,slurm-50712.out
n_h,aug-ano-pV(5+d)Z,ΛUCCSD(T),-55.22127702279,slurm-50164.out
n_h2,aug-ano-pV(5+d)Z,ΛUCCSD(T),-55.879664023747,slurm-50587.out
n_h3,aug-ano-pV(5+d)Z,ΛCCSD(T),-56.563732564202,slurm-50171.out
na,aug-ano-pV(5+d)Z,ΛUCCSD(T),-162.256147007486,slurm-50122.out
na+,aug-ano-pV(5+d)Z,ΛCCSD(T),-162.067316270583,slurm-50304.out
na2,aug-ano-pV(5+d)Z,ΛCCSD(T),-324.539379098641,slurm-50262.out
na_cl,aug-ano-pV(5+d)Z,ΛCCSD(T),-622.534743229017,slurm-50675.out
o,aug-ano-pV(5+d)Z,ΛUCCSD(T),-75.06753272071,slurm-50115.out
o_h,aug-ano-pV(5+d)Z,ΛUCCSD(T),-75.738192519813,slurm-50583.out
p,aug-ano-pV(5+d)Z,ΛUCCSD(T),-341.225051064991,slurm-50129.out
p2,aug-ano-pV(5+d)Z,ΛCCSD(T),-682.636424097394,slurm-50269.out
p_h2,aug-ano-pV(5+d)Z,ΛUCCSD(T),-342.471541619172,slurm-50199.out
p_h3,aug-ano-pV(5+d)Z,ΛCCSD(T),-343.111606952957,slurm-50571.out
s,aug-ano-pV(5+d)Z,ΛUCCSD(T),-398.079160424781,slurm-50679.out
s2,aug-ano-pV(5+d)Z,ΛUCCSD(T),-796.323760301018,slurm-50603.out
s_o,aug-ano-pV(5+d)Z,ΛUCCSD(T),-473.348679988249,slurm-50290.out
s_o2,aug-ano-pV(5+d)Z,ΛCCSD(T),-548.630110910667,slurm-50702.out
si,aug-ano-pV(5+d)Z,ΛUCCSD(T),-289.319843880053,slurm-50647.out
si2,aug-ano-pV(5+d)Z,ΛUCCSD(T),-578.761739166565,slurm-50575.out
si2_h6,aug-ano-pV(5+d)Z,ΛCCSD(T),-582.497105673045,slurm-50717.out
si_h2_singlet,aug-ano-pV(5+d)Z,ΛCCSD(T),-290.565623425112,slurm-50185.out
si_h2_triplet,aug-ano-pV(5+d)Z,ΛUCCSD(T),-290.532160678795,slurm-50599.out
si_h3,aug-ano-pV(5+d)Z,ΛUCCSD(T),-291.184346781409,slurm-50192.out
si_h4,aug-ano-pV(5+d)Z,ΛCCSD(T),-291.838990273977,slurm-50639.out
si_o,aug-ano-pV(5+d)Z,ΛCCSD(T),-364.696515504954,slurm-50283.out
