species,basis_set,method,energy_hartree,slurm_file
p_h2,aug-ano-pV(D+d)Z,ΛUCCSD(T),-342.402664053445,slurm-44494.out
p_h3,aug-ano-pV(D+d)Z,ΛCCSD(T),-343.041131123011,slurm-44500.out
s,aug-ano-pV(D+d)Z,ΛUCCSD(T),-397.999592673379,slurm-44380.out
s2,aug-ano-pV(D+d)Z,ΛUCCSD(T),-796.147826464515,slurm-44647.out
s_o,aug-ano-pV(D+d)Z,ΛUCCSD(T),-473.245096423943,slurm-44677.out
s_o2,aug-ano-pV(D+d)Z,ΛCCSD(T),-548.501362915443,slurm-44719.out
si,aug-ano-pV(D+d)Z,ΛUCCSD(T),-289.262940407634,slurm-44368.out
si2,aug-ano-pV(D+d)Z,ΛUCCSD(T),-578.634000179675,slurm-44635.out
si2_h6,aug-ano-pV(D+d)Z,ΛCCSD(T),-582.360131275226,slurm-44695.out
si_h2_singlet,aug-ano-pV(D+d)Z,ΛCCSD(T),-290.501977744517,slurm-44470.out
si_h2_triplet,aug-ano-pV(D+d)Z,ΛUCCSD(T),-290.469372190335,slurm-44476.out
si_h3,aug-ano-pV(D+d)Z,ΛUCCSD(T),-291.119025706639,slurm-44482.out
si_h4,aug-ano-pV(D+d)Z,ΛCCSD(T),-291.772095147861,slurm-44488.out
si_o,aug-ano-pV(D+d)Z,ΛCCSD(T),-364.616237414083,slurm-44665.out
