species,basis_set,method,energy_hartree,slurm_file
p_h2,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-342.454562589536,slurm-925554.out
p_h3,aug-cc-pV(Q+d)Z,ΛCCSD(T),-343.094297521972,slurm-925556.out
s,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-398.065860679799,slurm-925516.out
s2,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-796.29610526937,slurm-925604.out
s_o,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-473.336644081673,slurm-925614.out
s_o2,aug-cc-pV(Q+d)Z,ΛCCSD(T),-548.618419212157,slurm-925629.out
si,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-289.3008664083,slurm-925512.out
si2,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-578.721691316487,slurm-925600.out
si_h2_singlet,aug-cc-pV(Q+d)Z,ΛCCSD(T),-290.546512823654,slurm-925546.out
si_h2_triplet,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-290.512968851935,slurm-925548.out
si_h3,aug-cc-pV(Q+d)Z,ΛUCCSD(T),-291.164887628085,slurm-925550.out
si_h4,aug-cc-pV(Q+d)Z,ΛCCSD(T),-291.819363650119,slurm-925552.out
si_o,aug-cc-pV(Q+d)Z,ΛCCSD(T),-364.678197288047,slurm-925610.out
