species,shci_name,ae_raw,correction,ae_corrected,ref_label,ref_value,expt,discrepancy
h2_o,H2O,232.42125744339,-13.75,218.67125744339,SHCI_PBE_D0,219.51,219.37,-0.8387425566099864
n2,N2,226.910870848231,-3.5,223.410870848231,SHCI_PBE_D0,225.62,224.94,-2.209129151768991
p_h3,PH3,241.40547373599594,-14.879999999999999,226.52547373599594,SHCI_PBE_D0,227.36,227.1,-0.8345262640040687
h2_o2,H2O2,267.941744977471,-17.26,250.681744977471,SHCI_PBE_D0,252.33,252.21,-1.648255022529014
s_o2,SO2,258.56972155474796,-6.17,252.39972155474797,SHCI_PBE_D0,255.0,254.46,-2.6002784452520302
c_o,CO,258.896239834514,-3.55,255.346239834514,SHCI_PBE_D0,256.47,256.23,-1.1237601654860327
h_c_o,HCO,278.7027355206226,-8.68,270.0227355206226,SHCI_PBE_D0,270.92,270.76,-0.8972644793774407
n_h3,NH3,297.3714059279784,-21.6,275.7714059279784,SHCI_PBE_D0,276.97,276.59,-1.198594072021649
c_h3,CH3,307.85745947015954,-18.8,289.05745947015953,SHCI_PBE_D0,289.18,289.11,-0.12254052984047803
h_c_n,HCN,312.5539913778302,-10.26,302.2939913778302,SHCI_PBE_D0,303.76,303.14,-1.4660086221697952
si_h4,SiH4,324.16061368823085,-20.4,303.7606136882309,SHCI_PBE_D0,304.27,302.6,-0.5093863117691058
h2_c_o,H2CO,374.1466315961679,-17.169999999999998,356.97663159616786,SHCI_PBE_D0,357.88,357.48,-0.9033684038321326
c_h3_cl,CH3Cl,396.0450242404881,-24.59,371.4550242404881,SHCI_PBE_D0,371.53,371.35,-0.07497575951185809
c_o2,CO2,389.28980317597876,-8.25,381.03980317597876,SHCI_PBE_D0,382.46,381.98,-1.4201968240212182
c2_h2,C2H2,405.09067371061377,-16.96,388.1306737106138,SHCI_PBE_D0,388.84,388.64,-0.7093262893861834
c_h4,CH4,420.38203792780604,-28.009999999999998,392.37203792780605,SHCI_PBE_D0,392.56,392.47,-0.18796207219395455
n2_h4,N2H4,437.0971019148498,-33.19,403.9071019148498,SHCI_PBE_D0,406.6,404.81,-2.6928980851502047
h3_c_s_h,H3CSH,475.01557925348294,-29.8,445.21557925348293,SHCI_PBE_D0,445.91,445.1,-0.6944207465170962
h3_c_o_h,H3COH,513.1488719103869,-32.519999999999996,480.6288719103869,SHCI_PBE_D0,481.52,480.97,-0.891128089613062
si2_h6,Si2H6,534.5776992152224,-32.5,502.0776992152224,SHCI_PBE_D0,503.34,500.1,-1.2623007847775511
c2_h4,C2H4,563.850118841764,-32.16,531.690118841764,SHCI_PBE_D0,532.09,532.04,-0.3998811582359849
c2_h6,C2H6,713.2284981386932,-46.79,666.4384981386933,SHCI_PBE_D0,666.97,666.19,-0.531501861306765
