species,basis_set,method,energy_hartree,slurm_file
f2,aug-ano-pV(T+d)Z,ΛCCSD(T),-199.53193701962,slurm-926087.out
h,aug-ano-pV(T+d)Z,ΛUCCSD(T),-0.499874147316,slurm-925989.out
h-,aug-ano-pV(T+d)Z,ΛCCSD(T),-0.483789347322,slurm-926127.out
h2_c_o,aug-ano-pV(T+d)Z,ΛCCSD(T),-114.510921016126,slurm-926073.out
h2_o,aug-ano-pV(T+d)Z,ΛCCSD(T),-76.440236838233,slurm-926035.out
h2_o2,aug-ano-pV(T+d)Z,ΛCCSD(T),-151.56557853586,slurm-926085.out
h2_s,aug-ano-pV(T+d)Z,ΛCCSD(T),-399.350285373088,slurm-926051.out
h3_c_o_h,aug-ano-pV(T+d)Z,ΛCCSD(T),-115.733516343519,slurm-926075.out
h3_c_s_h,aug-ano-pV(T+d)Z,ΛCCSD(T),-438.660444985411,slurm-926117.out
h_c_n,aug-ano-pV(T+d)Z,ΛCCSD(T),-93.433870905031,slurm-926067.out
h_c_o,aug-ano-pV(T+d)Z,ΛUCCSD(T),-113.858656206404,slurm-926071.out
h_cl,aug-ano-pV(T+d)Z,ΛCCSD(T),-460.760312669881,slurm-926053.out
h_f,aug-ano-pV(T+d)Z,ΛCCSD(T),-100.462057363789,slurm-926037.out
h_o_cl,aug-ano-pV(T+d)Z,ΛCCSD(T),-535.921896113572,slurm-926119.out
li,aug-ano-pV(T+d)Z,ΛUCCSD(T),-7.478164810228,slurm-925991.out
li+,aug-ano-pV(T+d)Z,ΛCCSD(T),-7.28004937397,slurm-926123.out
li2,aug-ano-pV(T+d)Z,ΛCCSD(T),-14.995255000203,slurm-926055.out
li_f,aug-ano-pV(T+d)Z,ΛCCSD(T),-107.435923606344,slurm-926057.out
li_h,aug-ano-pV(T+d)Z,ΛCCSD(T),-8.071121189034,slurm-926013.out
n,aug-ano-pV(T+d)Z,ΛUCCSD(T),-54.589558869158,slurm-925997.out
n2,aug-ano-pV(T+d)Z,ΛCCSD(T),-109.543284058677,slurm-926077.out
n2_h4,aug-ano-pV(T+d)Z,ΛCCSD(T),-111.878664463817,slurm-926079.out
n_h,aug-ano-pV(T+d)Z,ΛUCCSD(T),-55.221900982705,slurm-926027.out
n_h2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-55.88062086806,slurm-926029.out
n_h3,aug-ano-pV(T+d)Z,ΛCCSD(T),-56.565099351195,slurm-926031.out
n_o,aug-ano-pV(T+d)Z,ΛUCCSD(T),-129.900746960687,slurm-926081.out
na,aug-ano-pV(T+d)Z,ΛUCCSD(T),-162.24896455002,slurm-926003.out
na+,aug-ano-pV(T+d)Z,ΛCCSD(T),-162.061569840677,slurm-926125.out
na2,aug-ano-pV(T+d)Z,ΛCCSD(T),-324.524914259473,slurm-926091.out
na_cl,aug-ano-pV(T+d)Z,ΛCCSD(T),-622.491583092499,slurm-926101.out
o,aug-ano-pV(T+d)Z,ΛUCCSD(T),-75.067959455934,slurm-925999.out
o2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-150.32709469318,slurm-926083.out
o_h,aug-ano-pV(T+d)Z,ΛUCCSD(T),-75.739111586225,slurm-926033.out
p,aug-ano-pV(T+d)Z,ΛUCCSD(T),-341.207509008686,slurm-926007.out
p2,aug-ano-pV(T+d)Z,ΛCCSD(T),-682.594456353951,slurm-926095.out
p_h2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-342.453013057447,slurm-926047.out
p_h3,aug-ano-pV(T+d)Z,ΛCCSD(T),-343.09320366609,slurm-926049.out
s,aug-ano-pV(T+d)Z,ΛUCCSD(T),-398.056043096742,slurm-926009.out
s2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-796.274458638411,slurm-926097.out
s_o,aug-ano-pV(T+d)Z,ΛUCCSD(T),-473.325500484854,slurm-926107.out
s_o2,aug-ano-pV(T+d)Z,ΛCCSD(T),-548.607172808738,slurm-926121.out
si,aug-ano-pV(T+d)Z,ΛUCCSD(T),-289.30191878171,slurm-926005.out
si2,aug-ano-pV(T+d)Z,ΛUCCSD(T),-578.722159759199,slurm-926093.out
si2_h6,aug-ano-pV(T+d)Z,ΛCCSD(T),-582.458055479441,slurm-926113.out
si_h2_singlet,aug-ano-pV(T+d)Z,ΛCCSD(T),-290.546857960192,slurm-926039.out
si_h2_triplet,aug-ano-pV(T+d)Z,ΛUCCSD(T),-290.513311770922,slurm-926041.out
si_h3,aug-ano-pV(T+d)Z,ΛUCCSD(T),-291.165400826478,slurm-926043.out
si_h4,aug-ano-pV(T+d)Z,ΛCCSD(T),-291.819985979969,slurm-926045.out
si_o,aug-ano-pV(T+d)Z,ΛCCSD(T),-364.676940814837,slurm-926103.out
