species,shci_name,ae_raw,correction,ae_corrected,ref_label,ref_value,expt,discrepancy
h2_s,H2S,184.1664451473633,-10.33,173.8364451473633,SHCI_PBE_D0,173.41,173.2,0.426445147363296
c_n,CN,179.91222460460395,-3.1900000000000004,176.72222460460395,SHCI_PBE_D0,178.58,178.12,-1.857775395396061
c_h2_triplet,CH2(3B1),191.37750996042686,-10.780000000000001,180.59750996042686,SHCI_PBE_D0,179.95,179.83,0.6475099604268735
si_o,SiO,192.41323048628448,-2.68,189.73323048628447,SHCI_PBE_D0,190.53,189.8,-0.7967695137155317
si_h3,SiH3,227.3488020696175,-14.0,213.3488020696175,SHCI_PBE_D0,214.02,212.2,-0.6711979303825046
h2_o,H2O,233.94871133336713,-13.75,220.19871133336713,SHCI_PBE_D0,219.51,219.37,0.688711333367138
n2,N2,227.97506545357217,-3.5,224.47506545357217,SHCI_PBE_D0,225.62,224.94,-1.1449345464278338
p_h3,PH3,242.21455523064267,-14.879999999999999,227.33455523064268,SHCI_PBE_D0,227.36,227.1,-0.025444769357335417
h2_o2,H2O2,270.24136727099534,-17.26,252.98136727099535,SHCI_PBE_D0,252.33,252.21,0.6513672709953369
s_o2,SO2,259.43568471180544,-6.17,253.26568471180545,SHCI_PBE_D0,255.0,254.46,-1.7343152881945514
c_o,CO,259.605175815817,-3.55,256.055175815817,SHCI_PBE_D0,256.47,256.23,-0.4148241841830327
h_c_o,HCO,279.6657090839918,-8.68,270.9857090839918,SHCI_PBE_D0,270.92,270.76,0.06570908399180553
n_h3,NH3,299.15566691371487,-21.6,277.55566691371484,SHCI_PBE_D0,276.97,276.59,0.5856669137148174
c_h3,CH3,308.84016025406237,-18.8,290.04016025406236,SHCI_PBE_D0,289.18,289.11,0.8601602540623503
h_c_n,HCN,313.49633791915215,-10.26,303.23633791915216,SHCI_PBE_D0,303.76,303.14,-0.5236620808478278
si_h4,SiH4,324.6272904264718,-20.4,304.2272904264718,SHCI_PBE_D0,304.27,302.6,-0.04270957352815685
h2_c_o,H2CO,375.5666264364997,-17.169999999999998,358.3966264364997,SHCI_PBE_D0,357.88,357.48,0.5166264364996778
c_h3_cl,CH3Cl,397.9922286748365,-24.59,373.4022286748365,SHCI_PBE_D0,371.53,371.35,1.872228674836549
c_o2,CO2,390.66801694831463,-8.25,382.41801694831463,SHCI_PBE_D0,382.46,381.98,-0.04198305168534944
c2_h2,C2H2,405.6657785563814,-16.96,388.7057785563814,SHCI_PBE_D0,388.84,388.64,-0.13422144361857136
c_h4,CH4,421.830989381074,-28.009999999999998,393.820989381074,SHCI_PBE_D0,392.56,392.47,1.2609893810740118
n2_h4,N2H4,440.31109861817566,-33.19,407.12109861817567,SHCI_PBE_D0,406.6,404.81,0.5210986181756425
h3_c_s_h,H3CSH,477.33291424564305,-29.8,447.53291424564304,SHCI_PBE_D0,445.91,445.1,1.6229142456430168
h3_c_o_h,H3COH,515.8101863807666,-32.519999999999996,483.2901863807666,SHCI_PBE_D0,481.52,480.97,1.7701863807666314
si2_h6,Si2H6,535.1429901127624,-32.5,502.6429901127624,SHCI_PBE_D0,503.34,500.1,-0.6970098872375843
c2_h4,C2H4,565.4348042388442,-32.16,533.2748042388442,SHCI_PBE_D0,532.09,532.04,1.1848042388442082
c2_h6,C2H6,715.8721215570022,-46.79,669.0821215570022,SHCI_PBE_D0,666.97,666.19,2.112121557002183
