basis_folder,species,formula,mol_energy_hartree,atomization_energy_hartree,atomization_energy_kcal_mol
F12_aug-cc-pV(D+d)Z,n2_h4,H4N2,-111.82951133,0.6845449300000155,429.5584289968713
F12_aug-cc-pV(D+d)Z,n_h,HN,-55.20154286,0.1285187500000049,80.6467332197501
F12_aug-cc-pV(D+d)Z,n_h2,H2N,-55.85682228,0.2843390800000094,178.42546654639162
F12_aug-cc-pV(D+d)Z,n_h3,H3N,-56.53873033,0.4667880400000044,292.9139174793481
F12_aug-cc-pV(D+d)Z,n_o,NO,-129.85411087,0.23656323000000157,148.44566803996915
F12_aug-cc-pV(D+d)Z,na2,Na2,-324.44330933,0.032784389999960695,20.572515326354893
F12_aug-cc-pV(D+d)Z,na_cl,ClNa,-622.42835598,0.15488246999996136,97.19021729126962
F12_aug-cc-pV(D+d)Z,o2,O2,-150.2763779,0.18841266000001156,118.23072918343694
F12_aug-cc-pV(D+d)Z,o_h,HO,-75.71153618,0.16809446999999977,105.4808724626154
F12_aug-cc-pV(D+d)Z,p2,P2,-682.580144,0.17844516000002386,111.9760285007207
F12_aug-cc-pV(D+d)Z,p_h2,H2P,-342.44012682,0.2403592200000162,150.82768772842712
F12_aug-cc-pV(D+d)Z,p_h3,H3P,-343.07765128,0.3784245900000087,237.46501544344972
F12_aug-cc-pV(D+d)Z,s2,S2,-796.24700483,0.16205196999999316,101.68914646558497
F12_aug-cc-pV(D+d)Z,s_o,OS,-473.28464595,0.19818689999999606,124.36415738519372
F12_aug-cc-pV(D+d)Z,s_o2,O2S,-548.53886973,0.40842806000000564,256.2924771232158
F12_aug-cc-pV(D+d)Z,si2,Si2,-578.73229356,0.11112358000002587,69.73109924182505
F12_aug-cc-pV(D+d)Z,si2_h6,H6Si2,-582.45633995,0.8384154300000546,526.1136255257221
F12_aug-cc-pV(D+d)Z,si_h2_singlet,H2Si,-290.549649,0.2401458300000172,150.69378348175744
F12_aug-cc-pV(D+d)Z,si_h2_triplet,H2Si,-290.51814805,0.20864488000000847,130.92663891476394
F12_aug-cc-pV(D+d)Z,si_h3,H3Si,-291.16688361,0.35792135000002645,224.59903809447135
F12_aug-cc-pV(D+d)Z,si_h4,H4Si,-291.8183067,0.5098853499999905,319.9578878109737
F12_aug-cc-pV(D+d)Z,si_o,OSi,-364.65626362,0.30169601000000057,189.31710456203612
F12_aug-cc-pV(Q+d)Z,be_h,BeH,-15.24466742,0.08076955000000119,50.68365784081401
F12_aug-cc-pV(Q+d)Z,c2_h2,C2H2,-77.32529436,0.6455101600000006,405.0637410039879
F12_aug-cc-pV(Q+d)Z,c2_h4,C2H4,-78.57798849,0.8982948099999959,563.6885037767098
F12_aug-cc-pV(Q+d)Z,c2_h6,C2H6,-79.81573468,1.1361315200000064,712.9332925817145
F12_aug-cc-pV(Q+d)Z,c_h,CH,-38.47377504,0.13388293999999945,84.01281326542123
F12_aug-cc-pV(Q+d)Z,c_h2_singlet,CH2,-39.12832994,0.28848310000000055,181.02587835709303
F12_aug-cc-pV(Q+d)Z,c_h2_triplet,CH2,-39.14369971,0.30385287000000005,190.67055464626353
F12_aug-cc-pV(Q+d)Z,c_h3,CH3,-39.83019861,0.4903970299999969,307.72878237740434
F12_aug-cc-pV(Q+d)Z,c_h3_cl,CClH3,-500.06107369,0.6310693099999867,396.0019708154551
F12_aug-cc-pV(Q+d)Z,c_h4,CH4,-40.50953106,0.6697747400000011,420.2899948381503
F12_aug-cc-pV(Q+d)Z,c_n,CN,-92.71015801,0.286849150000009,180.00055925195292
F12_aug-cc-pV(Q+d)Z,c_o,CO,-113.31286163,0.4130111600000106,259.1684157937975
F12_aug-cc-pV(Q+d)Z,c_o2,CO2,-188.58086096,0.621097380000009,389.744490265775
F12_aug-cc-pV(Q+d)Z,c_s,CS,-436.16799959,0.2728963700000122,171.2450576124368
F12_aug-cc-pV(Q+d)Z,cl2,Cl2,-920.27477298,0.09436737999999423,59.21642499250908
F12_aug-cc-pV(Q+d)Z,cl_f,ClF,-559.91488592,0.09963209000000006,62.52008039570749
F12_aug-cc-pV(Q+d)Z,cl_o,ClO,-535.25273804,0.10262213000009979,64.3963588235977
F12_aug-cc-pV(Q+d)Z,f2,F2,-199.51111843,0.06101637000000437,38.288350247942255
F12_aug-cc-pV(Q+d)Z,h2_c_o,CH2O,-114.49633371,0.5965737599999983,374.35568637744495
F12_aug-cc-pV(Q+d)Z,h2_o,H2O,-76.43100158,0.3711789900000042,232.9183327981753
F12_aug-cc-pV(Q+d)Z,h2_o2,H2O2,-151.5479209,0.4281852000000015,268.6902696536042
F12_aug-cc-pV(Q+d)Z,h2_s,H2S,-399.34787239,0.29279705000004697,183.73292285275667
F12_aug-cc-pV(Q+d)Z,h3_c_o_h,CH4O,-115.7178547,0.818185270000015,513.4190084638849
F12_aug-cc-pV(Q+d)Z,h3_c_s_h,CH4S,-438.6520245,0.7571023200000013,475.08887863515366
F12_aug-cc-pV(Q+d)Z,h_c_n,CHN,-93.42161989,0.4983562900000038,312.7232934339401
F12_aug-cc-pV(Q+d)Z,h_c_o,CHO,-113.84429861,0.44449339999999893,278.9238196585185
F12_aug-cc-pV(Q+d)Z,h_cl,ClH,-460.76144188,0.1712843399999997,107.48254610864501
F12_aug-cc-pV(Q+d)Z,h_f,FH,-100.4508467,0.22584092999998973,141.71732320621493
F12_aug-cc-pV(Q+d)Z,h_o_cl,ClHO,-535.914501,0.2644303499999978,165.93254985482008
F12_aug-cc-pV(Q+d)Z,li2,Li2,-14.9876536,0.03898118000000039,24.46105976015928
F12_aug-cc-pV(Q+d)Z,li_f,FLi,-107.42176299,0.22237574999999765,139.54288992688595
F12_aug-cc-pV(Q+d)Z,li_h,HLi,-8.06699282,0.09270186999999996,58.171301688365844
F12_aug-cc-pV(Q+d)Z,n2,N2,-109.52933082,0.36258782000000167,227.52729222988702
F12_aug-cc-pV(Q+d)Z,n2_h4,H4N2,-111.8643898,0.6978278400000022,437.8935808649905
F12_aug-cc-pV(Q+d)Z,n_h,HN,-55.21540838,0.1320821400000014,82.88279420452963
F12_aug-cc-pV(Q+d)Z,n_h2,H2N,-55.87378687,0.2905058900000057,182.29519824613638
F12_aug-cc-pV(Q+d)Z,n_h3,H3N,-56.55783219,0.4745964700000016,297.8137812819048
F12_aug-cc-pV(Q+d)Z,n_o,NO,-129.88537825,0.24209364000000733,151.91605271042607
F12_aug-cc-pV(Q+d)Z,na2,Na2,-324.47144544,0.05032368000001952,31.578585969731996
F12_aug-cc-pV(Q+d)Z,na_cl,ClNa,-622.46477936,0.1640156799999204,102.92139309485175
F12_aug-cc-pV(Q+d)Z,o2,O2,-150.31098573,0.19115951000000564,119.95440358226345
F12_aug-cc-pV(Q+d)Z,o_h,HO,-75.73055232,0.17068446999999765,107.1061220004375
F12_aug-cc-pV(Q+d)Z,p2,P2,-682.59940861,0.18512710999993942,116.16901543088365
F12_aug-cc-pV(Q+d)Z,p_h2,H2P,-342.45335108,0.24630085000001145,154.55611684480166
F12_aug-cc-pV(Q+d)Z,p_h3,H3P,-343.09339618,0.3863912099999993,242.4641449697044
F12_aug-cc-pV(Q+d)Z,s2,S2,-796.27479195,0.16446023000003152,103.20035243161624
F12_aug-cc-pV(Q+d)Z,s_o,OS,-473.31582509,0.2007461199999625,125.97009218138443
F12_aug-cc-pV(Q+d)Z,s_o2,O2S,-548.58879546,0.4138033799999903,259.66554134932704
F12_aug-cc-pV(Q+d)Z,si2,Si2,-578.7402538,0.11766734000002543,73.83737063781993
F12_aug-cc-pV(Q+d)Z,si2_h6,H6Si2,-582.48266491,0.8603500100000474,539.8777822853126
F12_aug-cc-pV(Q+d)Z,si_h2_singlet,H2Si,-290.55807601,0.2468733000000043,154.9153346432246
F12_aug-cc-pV(Q+d)Z,si_h2_triplet,H2Si,-290.52519831,0.21399560000003248,134.28426640783792
F12_aug-cc-pV(Q+d)Z,si_h3,H3Si,-291.1776371,0.3664796500000307,229.96945242634823
F12_aug-cc-pV(Q+d)Z,si_h4,H4Si,-291.83232027,0.5212080800000081,327.06300815824324
F12_aug-cc-pV(Q+d)Z,si_o,OSi,-364.67914615,0.30793981000005033,193.23514821622254
F12_aug-cc-pV(T+d)Z,be_h,BeH,-15.24263045,0.08132292000000163,51.03090275847658
F12_aug-cc-pV(T+d)Z,c2_h2,C2H2,-77.31655538,0.6455530799999991,405.09067371061377
F12_aug-cc-pV(T+d)Z,c2_h4,C2H4,-78.56925854,0.8985523600000107,563.850118841764
F12_aug-cc-pV(T+d)Z,c2_h6,C2H6,-79.80701202,1.1366019600000072,713.2284981386932
F12_aug-cc-pV(T+d)Z,c_h,CH,-38.46957835,0.13407720000000012,84.13471325585314
F12_aug-cc-pV(T+d)Z,c_h2_singlet,CH2,-39.12407613,0.2887230400000007,181.17644298029984
F12_aug-cc-pV(T+d)Z,c_h2_triplet,CH2,-39.13962884,0.3042757500000022,190.93591585265668
F12_aug-cc-pV(T+d)Z,c_h3,CH3,-39.82580712,0.490602090000003,307.85745947015954
F12_aug-cc-pV(T+d)Z,c_h3_cl,CClH3,-500.04895907,0.6311379200000147,396.0450242404881
F12_aug-cc-pV(T+d)Z,c_h4,CH4,-40.50497839,0.6699214200000014,420.38203792780604
F12_aug-cc-pV(T+d)Z,c_n,CN,-92.69999221,0.2864159800000152,179.72874097307692
F12_aug-cc-pV(T+d)Z,c_o,CO,-113.30083639,0.4125774200000052,258.896239834514
F12_aug-cc-pV(T+d)Z,c_o2,CO2,-188.56124152,0.6203727900000331,389.28980317597876
F12_aug-cc-pV(T+d)Z,c_s,CS,-436.15862157,0.2722669099999848,170.85006549887586
F12_aug-cc-pV(T+d)Z,cl2,Cl2,-920.25881073,0.09357849000002716,58.72138904353611
F12_aug-cc-pV(T+d)Z,cl_f,ClF,-559.89763259,0.09931319999998323,62.31997389951294
F12_aug-cc-pV(T+d)Z,cl_o,ClO,-535.23733866,0.10211277999997037,64.07673687290244
F12_aug-cc-pV(T+d)Z,f2,F2,-199.4920313,0.06062475999999606,38.04261126279919
F12_aug-cc-pV(T+d)Z,h2_c_o,CH2O,-114.48420346,0.5962406100000095,374.1466315961679
F12_aug-cc-pV(T+d)Z,h2_o,H2O,-76.42270049,0.3703868500000027,232.42125744339
F12_aug-cc-pV(T+d)Z,h2_o2,H2O2,-151.53191575,0.4269923500000061,267.941744977471
F12_aug-cc-pV(T+d)Z,h2_s,H2S,-399.3427876,0.29237826999997196,183.47013443516147
F12_aug-cc-pV(T+d)Z,h3_c_o_h,CH4O,-115.70542151,0.8177547800000013,513.1488719103869
F12_aug-cc-pV(T+d)Z,h3_c_s_h,CH4S,-438.64274793,0.7569855099999927,475.01557925348294
F12_aug-cc-pV(T+d)Z,h_c_n,CHN,-93.41151466,0.4980864899999915,312.5539913778302
F12_aug-cc-pV(T+d)Z,h_c_o,CHO,-113.83225199,0.4441410800000085,278.7027355206226
F12_aug-cc-pV(T+d)Z,h_cl,ClH,-460.75363121,0.17116314999998394,107.40649823547342
F12_aug-cc-pV(T+d)Z,h_f,FH,-100.4408259,0.2252706899999879,141.35949220372405
F12_aug-cc-pV(T+d)Z,h_o_cl,ClHO,-535.89882233,0.26374451000003774,165.5021787571537
F12_aug-cc-pV(T+d)Z,li2,Li2,-14.9870504,0.03856150000000014,24.19770658408432
F12_aug-cc-pV(T+d)Z,li_f,FLi,-107.41100444,0.22105671999999288,138.7151861053095
F12_aug-cc-pV(T+d)Z,li_h,HLi,-8.06625207,0.09215568000000118,57.82856228872809
F12_aug-cc-pV(T+d)Z,n2,N2,-109.51745953,0.3616054900000023,226.910870848231
F12_aug-cc-pV(T+d)Z,n2_h4,H4N2,-111.85182037,0.6965585700000076,437.0971019148498
F12_aug-cc-pV(T+d)Z,n_h,HN,-55.20958263,0.1318036700000036,82.70805164128865
F12_aug-cc-pV(T+d)Z,n_h2,H2N,-55.86760901,0.28997811000000695,181.96401129591612
F12_aug-cc-pV(T+d)Z,n_h3,H3N,-56.55137434,0.4738915000000077,297.3714059279784
F12_aug-cc-pV(T+d)Z,n_o,NO,-129.87174313,0.2412063499999988,151.35926982917925
F12_aug-cc-pV(T+d)Z,na2,Na2,-324.45259384,0.02740424000000985,17.196420229505147
F12_aug-cc-pV(T+d)Z,na_cl,ClNa,-622.45192998,0.15671906000000035,98.34269491626364
F12_aug-cc-pV(T+d)Z,o2,O2,-150.29569756,0.19047804000001634,119.52677470098038
F12_aug-cc-pV(T+d)Z,o_h,HO,-75.72269245,0.17023075000000176,106.82140840186817
F12_aug-cc-pV(T+d)Z,p2,P2,-682.59544763,0.18287926999994397,114.75847453470851
F12_aug-cc-pV(T+d)Z,p_h2,H2P,-342.45103601,0.24504794999995738,153.7699102247141
F12_aug-cc-pV(T+d)Z,p_h3,H3P,-343.09054411,0.38470410999997284,241.40547373599594
F12_aug-cc-pV(T+d)Z,s2,S2,-796.26486914,0.16345823999995446,102.5715942136514
F12_aug-cc-pV(T+d)Z,s_o,OS,-473.30349666,0.20018145000000231,125.61575640669021
F12_aug-cc-pV(T+d)Z,s_o2,O2S,-548.56798205,0.4120570799999541,258.56972155474796
F12_aug-cc-pV(T+d)Z,si2,Si2,-578.74118474,0.11529427999994368,72.34825300524845
F12_aug-cc-pV(T+d)Z,si2_h6,H6Si2,-582.47690589,0.8519037899999375,534.5776992152224
F12_aug-cc-pV(T+d)Z,si_h2_singlet,H2Si,-290.55717232,0.24452320999995436,153.44063090329232
F12_aug-cc-pV(T+d)Z,si_h2_triplet,H2Si,-290.52424603,0.21159691999991992,132.7790719825216
F12_aug-cc-pV(T+d)Z,si_h3,H3Si,-291.17524339,0.3627423399999543,227.62425499378955
F12_aug-cc-pV(T+d)Z,si_h4,H4Si,-291.82893581,0.5165828199999964,324.16061368823085
F12_aug-cc-pV(T+d)Z,si_o,OSi,-364.67103128,0.3054762900000014,191.68926607664793
