basis_folder,species,formula,mol_energy_hartree,atomization_energy_hartree,atomization_energy_kcal_mol
NacV-aug-ano-pV(5+d)Z,h2_s,H2S,-399.37255980283,0.29339937804900273,184.11088940997035
NacV-aug-ano-pV(5+d)Z,h3_c_o_h,CH4O,-115.730691366681,0.8183070812350053,513.4954461678886
NacV-aug-ano-pV(5+d)Z,h3_c_s_h,CH4S,-438.682416806045,0.7584048165280137,475.90620754641577
NacV-aug-ano-pV(5+d)Z,h_c_n,CHN,-93.432295561817,0.4982337828930099,312.6464190636614
NacV-aug-ano-pV(5+d)Z,h_cl,ClH,-460.791972590312,0.17141333037403683,107.56348879041626
NacV-aug-ano-pV(5+d)Z,h_f,FH,-100.460386604129,0.22572178885100413,141.64256100647572
NacV-aug-ano-pV(5+d)Z,h_o_cl,ClHO,-535.953187301826,0.26509532117802337,166.34982556901002
NacV-aug-ano-pV(5+d)Z,li2,Li2,-14.995242068318,0.03890750293200007,24.414826701967886
NacV-aug-ano-pV(5+d)Z,li_f,FLi,-107.435383575479,0.22255147750800575,139.65316060301453
NacV-aug-ano-pV(5+d)Z,li_h,HLi,-8.07086415757,0.09269687487700029,58.16816720135944
NacV-aug-ano-pV(5+d)Z,n2,N2,-109.54099838723,0.3625779588540041,227.52110426734845
NacV-aug-ano-pV(5+d)Z,n2_h4,H4N2,-111.876101144312,0.6976807159360021,437.80125912096776
NacV-aug-ano-pV(5+d)Z,n_h,HN,-55.22127702279,0.13206680860199782,82.87317360703175
NacV-aug-ano-pV(5+d)Z,n_h2,H2N,-55.879664023747,0.290453809558997,182.26251727599004
NacV-aug-ano-pV(5+d)Z,n_h3,H3N,-56.563732564202,0.47452235001399856,297.7672702884705
NacV-aug-ano-pV(5+d)Z,na2,Na2,-324.539379098641,0.027085083669021515,16.99614660810275
NacV-aug-ano-pV(5+d)Z,na_cl,ClNa,-622.534743229017,0.15803696159298397,99.16969065174371
NacV-aug-ano-pV(5+d)Z,o_h,HO,-75.738192519813,0.17065979910299234,107.09064077883303
NacV-aug-ano-pV(5+d)Z,p2,P2,-682.636424097394,0.18632196741191365,116.91879977705199
NacV-aug-ano-pV(5+d)Z,p_h2,H2P,-342.471541619172,0.24649055418097987,154.67515801562874
NacV-aug-ano-pV(5+d)Z,p_h3,H3P,-343.111606952957,0.38655588796598295,242.56748195352858
NacV-aug-ano-pV(5+d)Z,s2,S2,-796.323760301018,0.16543945145599537,103.81482317243942
NacV-aug-ano-pV(5+d)Z,s_o,OS,-473.348679988249,0.2019868427580036,126.74865746674092
NacV-aug-ano-pV(5+d)Z,s_o2,O2S,-548.630110910667,0.4158850444659947,260.9718055235653
NacV-aug-ano-pV(5+d)Z,si2,Si2,-578.761739166565,0.12205140645903612,76.5884138757714
NacV-aug-ano-pV(5+d)Z,si2_h6,H6Si2,-582.497105673045,0.8574179129390131,538.037863600641
NacV-aug-ano-pV(5+d)Z,si_h2_singlet,H2Si,-290.565623425112,0.24577954505900834,154.22899305544632
NacV-aug-ano-pV(5+d)Z,si_h2_triplet,H2Si,-290.532160678795,0.21231679874199472,133.23080271335016
NacV-aug-ano-pV(5+d)Z,si_h3,H3Si,-291.184346781409,0.3645029013559906,228.7290239243717
NacV-aug-ano-pV(5+d)Z,si_h4,H4Si,-291.838990273977,0.519146393924018,325.76928061301544
NacV-aug-ano-pV(5+d)Z,si_o,OSi,-364.696515504954,0.309138904191002,193.98759118133873
NacV-aug-ano-pV(D+d)Z,be_h,BeH,-15.235734902716,0.0689818650080003,43.28677383106203
NacV-aug-ano-pV(D+d)Z,c2_h2,C2H2,-77.314244027776,0.6339118957040029,397.7857202755615
NacV-aug-ano-pV(D+d)Z,c2_h4,C2H4,-78.569319861856,0.8889877297840059,557.8482227653108
NacV-aug-ano-pV(D+d)Z,c2_h6,C2H6,-79.80762564862,1.1272935165480078,707.387361683783
NacV-aug-ano-pV(D+d)Z,c_h,CH,-38.471584397942,0.13141833190600494,82.46624833658707
NacV-aug-ano-pV(D+d)Z,c_h2_singlet,CH2,-39.12468049644,0.28451443040400193,178.53550058617773
NacV-aug-ano-pV(D+d)Z,c_h2_triplet,CH2,-39.140360578978,0.3001945129419994,188.37490093286252
NacV-aug-ano-pV(D+d)Z,c_h3,CH3,-39.826289805403,0.48612373936700237,305.04725201977516
NacV-aug-ano-pV(D+d)Z,c_h3_cl,CClH3,-499.992803893006,0.62121994387104,389.8214002560248
NacV-aug-ano-pV(D+d)Z,c_h4,CH4,-40.505968508176,0.6658024421399986,417.7973402971981
NacV-aug-ano-pV(D+d)Z,c_n,CN,-92.69999079957,0.27700567997500514,173.82368855360687
NacV-aug-ano-pV(D+d)Z,c_o,CO,-113.302545387983,0.4061382064450072,254.8555723232372
NacV-aug-ano-pV(D+d)Z,c_o2,CO2,-188.558304784328,0.6056564872879733,380.0551838009807
NacV-aug-ano-pV(D+d)Z,c_s,CS,-436.104257137104,0.2644983976890103,165.9752504243635
NacV-aug-ano-pV(D+d)Z,cl2,Cl2,-920.144599061069,0.0817632948710525,51.30724216220031
NacV-aug-ano-pV(D+d)Z,cl_f,ClF,-559.842239221358,0.08881154867299301,55.730088198519255
NacV-aug-ano-pV(D+d)Z,cl_o,ClO,-535.17876213458,0.09110313597898312,57.16808094367078
NacV-aug-ano-pV(D+d)Z,f2,F2,-199.495080051392,0.05106047222000143,32.040930068186626
NacV-aug-ano-pV(D+d)Z,h2_c_o,CH2O,-114.483737911888,0.5873307303500042,368.5555977030275
NacV-aug-ano-pV(D+d)Z,h2_o,H2O,-76.424464401625,0.3682232861229977,231.06360061282868
NacV-aug-ano-pV(D+d)Z,h2_o2,H2O2,-151.531809260031,0.41932702902698793,263.1316834451675
NacV-aug-ano-pV(D+d)Z,h2_s,H2S,-399.287634868932,0.2880421955529755,180.74920663942825
NacV-aug-ano-pV(D+d)Z,h3_c_o_h,CH4O,-115.705860741326,0.809453559788011,507.9397775810789
NacV-aug-ano-pV(D+d)Z,h3_c_s_h,CH4S,-438.585316485168,0.7455577457529898,467.8445489211291
NacV-aug-ano-pV(D+d)Z,h_c_n,CHN,-93.410639865148,0.4876547455530016,306.00797290633886
NacV-aug-ano-pV(D+d)Z,h_c_o,CHO,-113.831843205358,0.435436023820003,273.2402302954176
NacV-aug-ano-pV(D+d)Z,h_cl,ClH,-460.700938533227,0.16952065012799267,106.37581400465146
NacV-aug-ano-pV(D+d)Z,h_f,FH,-100.445752457574,0.2237426679880059,140.4006439146284
NacV-aug-ano-pV(D+d)Z,h_o_cl,ClHO,-535.840772928862,0.25311393026095175,158.831389256094
NacV-aug-ano-pV(D+d)Z,li2,Li2,-14.993861630841,0.038153622734999004,23.94175973604116
NacV-aug-ano-pV(D+d)Z,li_f,FLi,-107.4101518342,0.2102880405609966,131.95773773419083
NacV-aug-ano-pV(D+d)Z,li_h,HLi,-8.068046913066,0.09019290901300003,56.59690489896868
NacV-aug-ano-pV(D+d)Z,n2,N2,-109.518640732555,0.353002625437,221.51249183086537
NacV-aug-ano-pV(D+d)Z,n2_h4,H4N2,-111.84866610275,0.6830279956320027,428.60653830941135
NacV-aug-ano-pV(D+d)Z,n_h,HN,-55.211779730188,0.12896067662899924,80.92404636628483
NacV-aug-ano-pV(D+d)Z,n_h2,H2N,-55.867985930594,0.2851668770350031,178.9449170284515
NacV-aug-ano-pV(D+d)Z,n_h3,H3N,-56.550705804019,0.4678867504600035,293.6033687022497
NacV-aug-ano-pV(D+d)Z,n_o,NO,-129.870242078326,0.23118190926498983,145.06883829577708
NacV-aug-ano-pV(D+d)Z,na2,Na2,-324.451231844906,0.026907063579983515,16.88443731565785
NacV-aug-ano-pV(D+d)Z,na_cl,ClNa,-622.392880743445,0.14930046968299848,93.68745920815219
NacV-aug-ano-pV(D+d)Z,o2,O2,-150.293023244051,0.18054101304699088,113.29119614393653
NacV-aug-ano-pV(D+d)Z,o_h,HO,-75.724865770074,0.1686246545719996,105.81356830454739
NacV-aug-ano-pV(D+d)Z,p2,P2,-682.494021117987,0.1646597017829663,103.32552286521607
NacV-aug-ano-pV(D+d)Z,p_h2,H2P,-342.402664053445,0.23798334534296828,149.33680387194312
NacV-aug-ano-pV(D+d)Z,p_h3,H3P,-343.041131123011,0.3764504149089589,236.2262018703566
NacV-aug-ano-pV(D+d)Z,s2,S2,-796.147826464515,0.148641117756938,93.27370962780748
NacV-aug-ano-pV(D+d)Z,s_o,OS,-473.245096423943,0.18926263506193663,118.76409658751228
NacV-aug-ano-pV(D+d)Z,s_o2,O2S,-548.501362915443,0.389288011059989,244.28191507932397
NacV-aug-ano-pV(D+d)Z,si2,Si2,-578.634000179675,0.10811936440700265,67.8459254950749
NacV-aug-ano-pV(D+d)Z,si2_h6,H6Si2,-582.360131275226,0.834250459957957,523.5000673651168
NacV-aug-ano-pV(D+d)Z,si_h2_singlet,H2Si,-290.501977744517,0.2390373368829728,149.9981935488783
NacV-aug-ano-pV(D+d)Z,si_h2_triplet,H2Si,-290.469372190335,0.2064317827009745,129.53789939259667
NacV-aug-ano-pV(D+d)Z,si_h3,H3Si,-291.119025706639,0.3560852990049739,223.44689870021287
NacV-aug-ano-pV(D+d)Z,si_h4,H4Si,-291.772095147861,0.509154740227018,319.4994232565904
NacV-aug-ano-pV(D+d)Z,si_o,OSi,-364.616237414083,0.2970558909469787,186.40538589548422
NacV-aug-ano-pV(Q+d)Z,be_h,BeH,-15.247674536494,0.07955444941299916,49.9211707105306
NacV-aug-ano-pV(Q+d)Z,c2_h2,C2H2,-77.336307708139,0.6455311965110013,405.0769416139421
NacV-aug-ano-pV(Q+d)Z,c2_h4,C2H4,-78.589248151145,0.8984716395169983,563.7994659739228
NacV-aug-ano-pV(Q+d)Z,c2_h6,C2H6,-79.827470140068,1.1366936284399998,713.2860209532611
NacV-aug-ano-pV(Q+d)Z,c_h,CH,-38.479288764107,0.13390050829299582,84.02383753571957
NacV-aug-ano-pV(Q+d)Z,c_h2_singlet,CH2,-39.133904163832,0.28851590801799887,181.0464656992122
NacV-aug-ano-pV(Q+d)Z,c_h2_triplet,CH2,-39.149294390569,0.30390613475499606,190.70397878465718
NacV-aug-ano-pV(Q+d)Z,c_h3,CH3,-39.83605823647,0.4906699806560013,307.90006149999886
NacV-aug-ano-pV(Q+d)Z,c_h3_cl,CClH3,-500.085246853472,0.6321362513569966,396.6714866252485
NacV-aug-ano-pV(Q+d)Z,c_h4,CH4,-40.515528269635,0.6701400138209976,420.5192076214528
NacV-aug-ano-pV(Q+d)Z,c_n,CN,-92.722320004768,0.28711255874799235,180.16585073686358
NacV-aug-ano-pV(Q+d)Z,c_o,CO,-113.327170439766,0.41361568373599766,259.5477601654254
NacV-aug-ano-pV(Q+d)Z,c_o2,CO2,-188.603414037524,0.6216927812780284,390.1181102086015
NacV-aug-ano-pV(Q+d)Z,c_s,CS,-436.182986867297,0.274225429877049,172.07905527687453
NacV-aug-ano-pV(Q+d)Z,cl2,Cl2,-920.309853104602,0.09440841200000705,59.242172961256884
NacV-aug-ano-pV(Q+d)Z,cl_f,ClF,-559.94307061242,0.10019732235798529,62.87476905539024
NacV-aug-ano-pV(Q+d)Z,cl_o,ClO,-535.278995007975,0.10310616145807217,64.70009314921994
NacV-aug-ano-pV(Q+d)Z,f2,F2,-199.530802219685,0.06050033216300221,37.96453161624837
NacV-aug-ano-pV(Q+d)Z,h2_c_o,CH2O,-114.510327685431,0.5967729294009985,374.4806670635161
NacV-aug-ano-pV(Q+d)Z,h2_o,H2O,-76.439655774339,0.37148927412300736,233.11303902501115
NacV-aug-ano-pV(Q+d)Z,h2_o2,H2O2,-151.564778533761,0.42844553332901114,268.85363128397216
NacV-aug-ano-pV(Q+d)Z,h2_s,H2S,-399.357642240126,0.2942690585200012,184.65662214492954
NacV-aug-ano-pV(Q+d)Z,h3_c_o_h,CH4O,-115.732381131189,0.8188263751590057,513.8213080250223
NacV-aug-ano-pV(Q+d)Z,h3_c_s_h,CH4S,-438.668005779379,0.759244341959004,476.4330177080791
NacV-aug-ano-pV(Q+d)Z,h_c_n,CHN,-93.433823459246,0.49861601322599824,312.8862722188859
NacV-aug-ano-pV(Q+d)Z,h_c_o,CHO,-113.858459030269,0.4449042742390077,279.18164713614493
NacV-aug-ano-pV(Q+d)Z,h_cl,ClH,-460.77946251916,0.17174017285901755,107.76858554626799
NacV-aug-ano-pV(Q+d)Z,h_f,FH,-100.461017294604,0.2258663508430061,141.73327502604639
NacV-aug-ano-pV(Q+d)Z,h_o_cl,ClHO,-535.941347579255,0.26545873273801135,166.57786976588653
NacV-aug-ano-pV(Q+d)Z,li2,Li2,-14.995224341773,0.0388343461409999,24.368920122523225
NacV-aug-ano-pV(Q+d)Z,li_f,FLi,-107.436033201965,0.22268726038799969,139.73836564662628
NacV-aug-ano-pV(Q+d)Z,li_h,HLi,-8.070869813159,0.09267481534299993,58.1543246347808
NacV-aug-ano-pV(Q+d)Z,n2,N2,-109.542735957244,0.36309757683200417,227.84716947143698
NacV-aug-ano-pV(Q+d)Z,n2_h4,H4N2,-111.877585529154,0.6979471487420028,437.9684482309344
NacV-aug-ano-pV(Q+d)Z,n_h,HN,-55.222001898223,0.13218270801699816,82.94590158798283
NacV-aug-ano-pV(Q+d)Z,n_h2,H2N,-55.8803917867,0.2905725964940018,182.33705720310044
NacV-aug-ano-pV(Q+d)Z,n_h3,H3N,-56.564455619465,0.4746364292590002,297.838856095503
NacV-aug-ano-pV(Q+d)Z,n_o,NO,-129.900455285693,0.24246959527101808,152.15196820480926
NacV-aug-ano-pV(Q+d)Z,na2,Na2,-324.536098232166,0.02714389610400758,17.033051968249225
NacV-aug-ano-pV(Q+d)Z,na_cl,ClNa,-622.519477769512,0.15727825518001737,98.69359518957474
NacV-aug-ano-pV(Q+d)Z,o2,O2,-150.327004470964,0.19067147053200983,119.64815419237937
NacV-aug-ano-pV(Q+d)Z,o_h,HO,-75.738898081393,0.1707315811770087,107.1356847103462
NacV-aug-ano-pV(Q+d)Z,p2,P2,-682.606758162944,0.18562282393395435,116.48008062090311
NacV-aug-ano-pV(Q+d)Z,p_h2,H2P,-342.457441050064,0.2468733805590091,154.91538519476333
NacV-aug-ano-pV(Q+d)Z,p_h3,H3P,-343.098076562599,0.3875088930939796,243.1655017001772
NacV-aug-ano-pV(Q+d)Z,s2,S2,-796.291848217072,0.16510185386005105,103.60297748256343
NacV-aug-ano-pV(Q+d)Z,s_o,OS,-473.333478702639,0.20193902081700799,126.71864874569809
NacV-aug-ano-pV(Q+d)Z,s_o2,O2S,-548.61553081146,0.4158246294219907,260.93389451107686
NacV-aug-ano-pV(Q+d)Z,si2,Si2,-578.736896838687,0.12067949152105939,75.72752425458232
NacV-aug-ano-pV(Q+d)Z,si2_h6,H6Si2,-582.474027386763,0.8578100395970978,538.2839267936218
NacV-aug-ano-pV(Q+d)Z,si_h2_singlet,H2Si,-290.553983603422,0.24587492983903303,154.28884790859323
NacV-aug-ano-pV(Q+d)Z,si_h2_triplet,H2Si,-290.520682952299,0.2125742787160334,133.39237383644095
NacV-aug-ano-pV(Q+d)Z,si_h3,H3Si,-291.172852251062,0.3647435774790324,228.8800504717612
NacV-aug-ano-pV(Q+d)Z,si_h4,H4Si,-291.82780797149,0.5196992979070387,326.1162331006082
NacV-aug-ano-pV(Q+d)Z,si_o,OSi,-364.685046746613,0.30877157281406653,193.75708726219108
NacV-aug-ano-pV(T+d)Z,be_h,BeH,-15.244102661535,0.07725106663400005,48.47577619431487
NacV-aug-ano-pV(T+d)Z,c2_h2,C2H2,-77.335331998354,0.6451748682499954,404.8533422542844
NacV-aug-ano-pV(T+d)Z,c2_h4,C2H4,-78.588988893477,0.8988317633729963,564.0254471053977
NacV-aug-ano-pV(T+d)Z,c2_h6,C2H6,-79.827891091534,1.1377339614300013,713.9388397606674
NacV-aug-ano-pV(T+d)Z,c_h,CH,-38.479111751091,0.13403318603899805,84.1070940783333
NacV-aug-ano-pV(T+d)Z,c_h2_singlet,CH2,-39.133800262934,0.2887216978820035,181.1756007885413
NacV-aug-ano-pV(T+d)Z,c_h2_triplet,CH2,-39.149121718982,0.30404315393000303,190.78995961510236
NacV-aug-ano-pV(T+d)Z,c_h3,CH3,-39.836051504212,0.4909729391600024,308.0901708315075
NacV-aug-ano-pV(T+d)Z,c_h3_cl,CClH3,-500.062890475988,0.6324180809450013,396.8483373617928
NacV-aug-ano-pV(T+d)Z,c_h4,CH4,-40.515936337129,0.6708577720769995,420.96960772718097
NacV-aug-ano-pV(T+d)Z,c_n,CN,-92.721173225806,0.2865219496990079,179.79523796315846
NacV-aug-ano-pV(T+d)Z,c_o,CO,-113.326416377986,0.41327678342700835,259.3350970107717
NacV-aug-ano-pV(T+d)Z,c_o2,CO2,-188.602275435721,0.621074811654978,389.73032841545415
NacV-aug-ano-pV(T+d)Z,c_s,CS,-436.164149417793,0.2730705479399944,171.35435591994843
NacV-aug-ano-pV(T+d)Z,cl2,Cl2,-920.262986155243,0.09219849526095913,57.85542927061368
NacV-aug-ano-pV(T+d)Z,cl_f,ClF,-559.920694537782,0.0992155656530258,62.258707421803194
NacV-aug-ano-pV(T+d)Z,cl_o,ClO,-535.256303278184,0.10284841868599415,64.5383571178697
NacV-aug-ano-pV(T+d)Z,f2,F2,-199.531803035273,0.05963275099699672,37.42011621506121
NacV-aug-ano-pV(T+d)Z,h2_c_o,CH2O,-114.510062520066,0.5969229255070019,374.57479104110575
NacV-aug-ano-pV(T+d)Z,h2_o,H2O,-76.439898674623,0.3718376451159884,233.3316451235955
NacV-aug-ano-pV(T+d)Z,h2_o2,H2O2,-151.565037838717,0.4289157797029759,269.14871533877886
NacV-aug-ano-pV(T+d)Z,h2_s,H2S,-399.340218238369,0.29421793356800663,184.62454075319195
NacV-aug-ano-pV(T+d)Z,h3_c_o_h,CH4O,-115.732774141785,0.819634547226002,514.3284436537357
NacV-aug-ano-pV(T+d)Z,h3_c_s_h,CH4S,-438.650612640085,0.7595337702319966,476.61463669144365
NacV-aug-ano-pV(T+d)Z,h_c_n,CHN,-93.432968833626,0.49831755751901596,312.6989884351663
NacV-aug-ano-pV(T+d)Z,h_c_o,CHO,-113.857709755285,0.444570160726002,278.97198774132136
NacV-aug-ano-pV(T+d)Z,h_cl,ClH,-460.757526154151,0.17213232415997481,108.01466420288484
NacV-aug-ano-pV(T+d)Z,h_f,FH,-100.461964465147,0.2258793230090106,141.74141518311333
NacV-aug-ano-pV(T+d)Z,h_o_cl,ClHO,-535.918331877806,0.2648770183080842,166.21283844990802
NacV-aug-ano-pV(T+d)Z,li2,Li2,-14.99535556951,0.038752068630000025,24.317290204868474
NacV-aug-ano-pV(T+d)Z,li_f,FLi,-107.43509527814,0.22070838556200556,138.49660294533
NacV-aug-ano-pV(T+d)Z,li_h,HLi,-8.071083879354,0.09278212891399917,58.22166491727837
NacV-aug-ano-pV(T+d)Z,n2,N2,-109.542186128667,0.36304070655700116,227.81148283508003
NacV-aug-ano-pV(T+d)Z,n2_h4,H4N2,-111.877561832282,0.6984164101720012,438.2629142240708
NacV-aug-ano-pV(T+d)Z,n_h,HN,-55.221795723535,0.13222301248000434,82.97119302036623
NacV-aug-ano-pV(T+d)Z,n_h2,H2N,-55.880486044938,0.29091333388300455,182.5508731428672
NacV-aug-ano-pV(T+d)Z,n_h3,H3N,-56.564539268053,0.47496655699799817,298.04601437937526
NacV-aug-ano-pV(T+d)Z,n_o,NO,-129.899692297023,0.2420585564609894,151.89403745730866
NacV-aug-ano-pV(T+d)Z,na2,Na2,-324.522298156728,0.02719561840802953,17.065508204043372
NacV-aug-ano-pV(T+d)Z,na_cl,ClNa,-622.486652154895,0.15370705574400745,96.45263370970972
NacV-aug-ano-pV(T+d)Z,o2,O2,-150.326146456209,0.19002439719497488,119.24210954297631
NacV-aug-ano-pV(T+d)Z,o_h,HO,-75.739101951136,0.1710409216290003,107.32979877468189
NacV-aug-ano-pV(T+d)Z,p2,P2,-682.578169614726,0.18074372860201038,113.41840207525122
NacV-aug-ano-pV(T+d)Z,p_h2,H2P,-342.444732515256,0.24601957219402948,154.3796123567043
NacV-aug-ano-pV(T+d)Z,p_h3,H3P,-343.085195090227,0.3864821471649975,242.52120890228522
NacV-aug-ano-pV(T+d)Z,s2,S2,-796.253937954481,0.16193734487899292,101.6172181161917
NacV-aug-ano-pV(T+d)Z,s_o,OS,-473.314950551754,0.2008892174459902,126.05988718448104
NacV-aug-ano-pV(T+d)Z,s_o2,O2S,-548.595504111202,0.4133817473870067,259.40096289010586
NacV-aug-ano-pV(T+d)Z,si2,Si2,-578.70736771331,0.11920931890995234,74.80497701260455
NacV-aug-ano-pV(T+d)Z,si2_h6,H6Si2,-582.4441845185,0.8560261241000262,537.1645029182814
NacV-aug-ano-pV(T+d)Z,si_h2_singlet,H2Si,-290.539422702794,0.24534350559400764,153.95537416009296
NacV-aug-ano-pV(T+d)Z,si_h2_triplet,H2Si,-290.506037921805,0.21195872460498322,133.00610779995847
NacV-aug-ano-pV(T+d)Z,si_h3,H3Si,-291.158308997004,0.3642297998039794,228.55765011310334
NacV-aug-ano-pV(T+d)Z,si_h4,H4Si,-291.813092762964,0.5190135657639985,325.68592968418085
NacV-aug-ano-pV(T+d)Z,si_o,OSi,-364.668816592848,0.3066763661409482,192.44232522468909
NacV-aug-cc-pV(5+d)Z,be_h,BeH,-15.248791225872,0.08052136607900096,50.52792007907623
NacV-aug-cc-pV(5+d)Z,c2_h2,C2H2,-77.33588496953,0.6454818456179936,405.0459734610263
NacV-aug-cc-pV(5+d)Z,c_h,CH,-38.479130811526,0.13392924956999508,84.04187295933328
NacV-aug-cc-pV(5+d)Z,c_h2_singlet,CH2,-39.133777825849,0.28857626389299895,181.08433958259013
NacV-aug-cc-pV(5+d)Z,c_h4,CH4,-40.515183471274,0.6699819093179968,420.4199955479278
NacV-aug-cc-pV(5+d)Z,c_n,CN,-92.72187055633,0.2872512842260022,180.2529022886087
NacV-aug-cc-pV(5+d)Z,c_o,CO,-113.326456428586,0.4135196013899929,259.4874675830172
NacV-aug-cc-pV(5+d)Z,c_o2,CO2,-188.602270417225,0.6215983247889767,390.0588378668348
NacV-aug-cc-pV(5+d)Z,c_s,CS,-436.197853046986,0.27427048126298814,172.10732544837103
NacV-aug-cc-pV(5+d)Z,cl2,Cl2,-920.333932529488,0.0959136196200916,60.186705003291905
NacV-aug-cc-pV(5+d)Z,cl_f,ClF,-559.954640210171,0.10081968626798243,63.2653083052284
NacV-aug-cc-pV(5+d)Z,f2,F2,-199.530220886801,0.06059874886301486,38.026289027912334
NacV-aug-cc-pV(5+d)Z,h2_c_o,CH2O,-114.509706114646,0.5967692874499875,374.47838170475256
NacV-aug-cc-pV(5+d)Z,h2_o,H2O,-76.439078974085,0.37134370884500356,233.02169543396911
NacV-aug-cc-pV(5+d)Z,h2_o2,H2O2,-151.563820718873,0.428350188392983,268.7938014333106
NacV-aug-cc-pV(5+d)Z,h2_s,H2S,-399.372146630659,0.293765626892025,184.34071402883148
NacV-aug-cc-pV(5+d)Z,h_c_n,CHN,-93.433218340012,0.49859906790800324,312.875638871303
NacV-aug-cc-pV(5+d)Z,h_cl,ClH,-460.791156586718,0.17214713178401553,108.02395612725876
NacV-aug-cc-pV(5+d)Z,h_f,FH,-100.460561806973,0.22575073800400958,141.66072687425273
NacV-aug-cc-pV(5+d)Z,h_o_cl,ClHO,-535.952559889433,0.2658151692590991,166.8015370597712
NacV-aug-cc-pV(5+d)Z,li2,Li2,-14.995241314871,0.038823109984999604,24.361869328180987
NacV-aug-cc-pV(5+d)Z,li_f,FLi,-107.435830577271,0.2228104058590077,139.81564059637176
NacV-aug-cc-pV(5+d)Z,li_h,HLi,-8.070874269446,0.0926651670029992,58.14827021002136
NacV-aug-cc-pV(5+d)Z,n2,N2,-109.541999509158,0.3631640888620069,227.88890640040287
NacV-aug-cc-pV(5+d)Z,n_h,HN,-55.221718518902,0.13230080875400319,83.02001091934731
NacV-aug-cc-pV(5+d)Z,n_h3,H3N,-56.564443389234,0.47502567908600213,298.08311404972414
NacV-aug-cc-pV(5+d)Z,n_o,NO,-129.89973109075,0.24257811536202212,152.2200655900405
NacV-aug-cc-pV(5+d)Z,na2,Na2,-324.539362319661,0.027154728706989317,17.03984952924903
NacV-aug-cc-pV(5+d)Z,na_cl,ClNa,-622.533832383378,0.15871913296700768,99.59775965187823
NacV-aug-cc-pV(5+d)Z,o2,O2,-150.326104497246,0.19063396676600064,119.62462022389555
NacV-aug-cc-pV(5+d)Z,o_h,HO,-75.738483185722,0.17074792048200038,107.14593777902809
NacV-aug-cc-pV(5+d)Z,p2,P2,-682.636837566268,0.18674977739601673,117.18725459517546
NacV-aug-cc-pV(5+d)Z,p_h3,H3P,-343.112103338183,0.38705944374697765,242.883467976822
NacV-aug-cc-pV(5+d)Z,s_o2,O2S,-548.629375151472,0.4155236172250625,260.74500650569587
NacV-aug-cc-pV(5+d)Z,si_h2_singlet,H2Si,-290.566679126688,0.24622280780999972,154.5071446311927
NacV-aug-cc-pV(5+d)Z,si_h4,H4Si,-291.839628540517,0.5191722216390531,325.7854877488934
NacV-aug-cc-pV(5+d)Z,si_o,OSi,-364.697177691498,0.308986107380008,193.89170973483334
NacV-aug-cc-pV(D+d)Z,be_h,BeH,-15.241198874183,0.07720568276100082,48.44729738403817
NacV-aug-cc-pV(D+d)Z,c2_h2,C2H2,-77.274834452045,0.621422805343002,389.94869775160333
NacV-aug-cc-pV(D+d)Z,c2_h4,C2H4,-78.534471783608,0.8810601369060009,552.8735831278475
NacV-aug-cc-pV(D+d)Z,c2_h6,C2H6,-79.773146620085,1.1197349733830038,702.644304237628
