species,basis_set,method,energy_hartree,slurm_file
p_h2,aug-cc-pV(T+d)Z,ΛUCCSD(T),-342.432355318024,slurm-898977.out
p_h3,aug-cc-pV(T+d)Z,ΛCCSD(T),-343.071826271926,slurm-898979.out
s,aug-cc-pV(T+d)Z,ΛUCCSD(T),-398.032287022667,slurm-898939.out
s2,aug-cc-pV(T+d)Z,ΛUCCSD(T),-796.225360215592,slurm-898911.out
s_o,aug-cc-pV(T+d)Z,ΛUCCSD(T),-473.29325515062,slurm-899029.out
s_o2,aug-cc-pV(T+d)Z,ΛCCSD(T),-548.565064912459,slurm-898917.out
si,aug-cc-pV(T+d)Z,ΛUCCSD(T),-289.288505869869,slurm-898935.out
si2,aug-cc-pV(T+d)Z,ΛUCCSD(T),-578.695778031207,slurm-908143.out
si2_h6,aug-cc-pV(T+d)Z,ΛCCSD(T),-582.429816378125,slurm-898914.out
si_h2_singlet,aug-cc-pV(T+d)Z,ΛCCSD(T),-290.533652752904,slurm-898969.out
si_h2_triplet,aug-cc-pV(T+d)Z,ΛUCCSD(T),-290.500032278707,slurm-899497.out
si_h3,aug-cc-pV(T+d)Z,ΛUCCSD(T),-291.150809247693,slurm-898973.out
si_h4,aug-cc-pV(T+d)Z,ΛCCSD(T),-291.80583238659,slurm-898975.out
si_o,aug-cc-pV(T+d)Z,ΛCCSD(T),-364.654806275423,slurm-899025.out
